Unnamed: 0,subject_id,image_name,document_type,S64.Q95.M,S64.Q95.M_marginalia,S64.Q96.M,S64.Q96.M_marginalia,S64.Q97.F,S64.Q97.C_1,S64.Q97.C_2,S64.Q97.C_3,S64.Q97.C_4,S64.Q97.C_5,S64.Q97.Full
2107,"15874214, 15874219","2521127-17-1379.jpg, 2521127-17-1380.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","Yes, I have had my fair share of both furloughs and passes",,Things are a little worse,,"I think I am grossly mis classified in the Army. Prior to coming into the Army I was a parts [deletion] [/deletion] and service manager for an auto maker's dealer. I know my job even tho I was no finished mechanic. I come into the Army and go into the C.A.C. OK. I learn to [unclear] plot [/unclear] [unclear] Seacoast [/unclear] Artillery and like it fine. About the time I get worth the room I take up, someone has a brainstorm and I came in Ordnance, I thought because I know ",[unclear] [/unclear] ,,,,,"I think I am grossly mis classified in the Army. Prior to coming into the Army I was a parts [deletion] [/deletion] and service manager for an auto maker's dealer. I know my job even tho I was no finished mechanic. I come into the Army and go into the C.A.C. OK. I learn to [unclear] plot [/unclear] [unclear] Seacoast [/unclear] Artillery and like it fine. About the time I get worth the room I take up, someone has a brainstorm and I came in Ordnance, I thought because I know  [unclear] [/unclear]"
2108,15874226,2521127-17-1381.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,"Things are a little better, but not much",,"I can appreciate the Army as a whole but wonder if Battalion Administration, and Inefficiency are of the same calibre as exists here. There is every evidence of lack of leadership, & organizational ability, petty differences between officers within the Battalion and no cooperation with the Companies is so evident that the men are not getting adequate training, especially the kind to take them into combat. I would feel my chances very slim overseas with the same leadership. - I have been overseas with the [unclear] [/unclear] Service before, and am surprised that investigations are not made more often.",,,,,,"I can appreciate the Army as a whole but wonder if Battalion Administration, and Inefficiency are of the same calibre as exists here. There is every evidence of lack of leadership, & organizational ability, petty differences between officers within the Battalion and no cooperation with the Companies is so evident that the men are not getting adequate training, especially the kind to take them into combat. I would feel my chances very slim overseas with the same leadership. - I have been overseas with the [unclear] [/unclear] Service before, and am surprised that investigations are not made more often."
2109,"15874234, 15874245","2521127-17-1382.jpg, 2521127-17-1383.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","No, I have not had my fair share of either furloughs or passes",,I don't see any difference,,The transportation problem of getting the men who are on passes & leaves should be given considerable attention. It breaks the morale of men to have to wait in lines for hours to get away from the camps to spend a few hours. The Company Commanders should take more personal interest in the men in their companies,"And on the subject of Non Com ratings, The Commander should see that the best men get the ratings instead of taking the advice of section leaders who can & do have a personal interest in who get the ratings. ",,,,,"The transportation problem of getting the men who are on passes & leaves should be given considerable attention. It breaks the morale of men to have to wait in lines for hours to get away from the camps to spend a few hours. The Company Commanders should take more personal interest in the men in their companies And on the subject of Non Com ratings, The Commander should see that the best men get the ratings instead of taking the advice of section leaders who can & do have a personal interest in who get the ratings."
2110,15874251,2521127-17-1384.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,Things are a little worse,,Our ratings are all going to Michigan highway workers. [paragraph] The reason is our Officers were almost all employed at the same before the war. Too much politics and favor shown.,,,,,,Our ratings are all going to Michigan highway workers. [paragraph] The reason is our Officers were almost all employed at the same before the war. Too much politics and favor shown.
2111,"15874256, 15874264","2521127-17-1385.jpg, 2521127-17-1386.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","Yes, I have had my fair share of both furloughs and passes",,"Things are a little better, but not much",,"I think that any company in the Army should be free from politics and favoritism, every man regardless of rank or who he was or who he worked for before coming into the Army should be given a fair and equil [equal] chance. The company that I am in at present shows to [too] much favoritism and there is to [too] much politics involved for the companies [company's] own good. If a man comes into the army with a ...","rating I think that he should be made to prove that he is worthy of that rating, otherwise I think and believe that every man should come in as a private and them [then] work up. There are men in my Company which I believe couldn't hold their present rating if the truth were actually known and if they were really required to prove that they could hold it. [paragraph] The Army as a whole I believe is fair but there are Companies, I suppose that try to much favoritism and the Army at present is to large for every Company to be watched at all times for such things. [paragraph] As A whole I think that every man should be given a chance to show what he can do on and equil [equal] basis with everyone else",,,,,"I think that any company in the Army should be free from politics and favoritism, every man regardless of rank or who he was or who he worked for before coming into the Army should be given a fair and equil [equal] chance. The company that I am in at present shows to [too] much favoritism and there is to [too] much politics involved for the companies [company's] own good. If a man comes into the army with a ... rating I think that he should be made to prove that he is worthy of that rating, otherwise I think and believe that every man should come in as a private and them [then] work up. There are men in my Company which I believe couldn't hold their present rating if the truth were actually known and if they were really required to prove that they could hold it. [paragraph] The Army as a whole I believe is fair but there are Companies, I suppose that try to much favoritism and the Army at present is to large for every Company to be watched at all times for such things. [paragraph] As A whole I think that every man should be given a chance to show what he can do on and equil [equal] basis with everyone else"
2112,"15874270, 15874276","2521127-17-1387.jpg, 2521127-17-1388.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page",I have had my fair share of passes but not furloughs,,I don't see any difference,,I am in the Ordnance Dept. Its an enlisted outfit. I and about 50 other soldiers were put into this company [unclear] as [/unclear] a fillin's. Most of the me [men] know each other before they enlisted. Most of the men went into the army with stripes. Frankly about 2 noncom's know there business. The rest know nothing. I mean every sense of the work [unclear] (nothing) [/unclear] There is very little respect. I should,"say not respect at all. Its insubordination to say it but I have little respect for them myself. How could you have any respect for your noncoms if they know nothing what so every. They can't drill you, speak to you or teach you. I believe the reason for it is. Never give ratings to enlisted men before they get in to the army. Let them work up from the ranks never put clique into the same company (Friends) Theres where you lose respect & descipline. The captain know quite a few of the men. No doubt theres is favor's which I can't get . That's to be expected. Believe it or not I am the best mop pusher in the Army I've been doing it for the past 2 mo. I can all most make the mop talk to me. Its a little bashful now but in time it will talk. -PS.- I could do wonders with a broom. My job is doing detail work only. It seems to me that you got to take it in the army. Why cry about I could take it.",,,,,"I am in the Ordnance Dept. Its an enlisted outfit. I and about 50 other soldiers were put into this company [unclear] as [/unclear] a fillin's. Most of the me [men] know each other before they enlisted. Most of the men went into the army with stripes. Frankly about 2 noncom's know there business. The rest know nothing. I mean every sense of the work [unclear] (nothing) [/unclear] There is very little respect. I should say not respect at all. Its insubordination to say it but I have little respect for them myself. How could you have any respect for your noncoms if they know nothing what so every. They can't drill you, speak to you or teach you. I believe the reason for it is. Never give ratings to enlisted men before they get in to the army. Let them work up from the ranks never put clique into the same company (Friends) Theres where you lose respect & descipline. The captain know quite a few of the men. No doubt theres is favor's which I can't get . That's to be expected. Believe it or not I am the best mop pusher in the Army I've been doing it for the past 2 mo. I can all most make the mop talk to me. Its a little bashful now but in time it will talk. -PS.- I could do wonders with a broom. My job is doing detail work only. It seems to me that you got to take it in the army. Why cry about I could take it."
2113,"15874281, 15874291","2521127-17-1389.jpg, 2521127-17-1390.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","No, I have not had my fair share of either furloughs or passes",,Things are a lot worse,,I'll have been in 6 mo. [months] tomorrow and want my first furlough. We ought to be [underline] guaranteed [/underline] 15 days furlough every six months while we are still in the U.S. [paragraph] Ordnance Companies should have more extensive training to make good seasoned soldiers so we can have half a chance overseas with an old army man in officers rank in every company so we can have the proper respect for the army way of doing things,"instead of having officers who probably try their best to do things the army way but in the long run make it hard on the boys. They were civilians with us 6 or 7 mo ago, at least a few [deletion] [/deletion] were, and of course need training as well as we do.",,,,,"I'll have been in 6 mo. [months] tomorrow and want my first furlough. We ought to be [underline] guaranteed [/underline] 15 days furlough every six months while we are still in the U.S. [paragraph] Ordnance Companies should have more extensive training to make good seasoned soldiers so we can have half a chance overseas with an old army man in officers rank in every company so we can have the proper respect for the army way of doing things instead of having officers who probably try their best to do things the army way but in the long run make it hard on the boys. They were civilians with us 6 or 7 mo ago, at least a few [deletion] [/deletion] were, and of course need training as well as we do."
2114,15874296,2521127-17-1391.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a lot worse,,"No further remarks to make about these questions that are given to us, for we appreciation this in writing this for our country that is going to win the war.",,,,,,"No further remarks to make about these questions that are given to us, for we appreciation this in writing this for our country that is going to win the war."
2115,15874305,2521127-17-1392.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,Things are a little worse,,I would much rather be a civilian doing war work. [paragraph] The eats arent so good here they could be a lot better. [paragraph] In 4 1/2 months a person should have at least one ferlough [furlough] . The Army is tougher than it should be. ,,,,,,I would much rather be a civilian doing war work. [paragraph] The eats arent so good here they could be a lot better. [paragraph] In 4 1/2 months a person should have at least one ferlough [furlough] . The Army is tougher than it should be.
2116,15874312,2521127-17-1393.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,Things are a little worse,,"97. If you have any further remarks you would like to make on any subject please write them below as fully as you like. ([Paragraph] ) I think that married men with children([,] ) married prior to the start of the war([,] ) should be released as the Selective Service set up origionally([originally] ). If they aren't released now they should be placed in a non combatant unit and be the first to be released when the war is over.",,,,,,"97. If you have any further remarks you would like to make on any subject please write them below as fully as you like. ([Paragraph] ) I think that married men with children([,] ) married prior to the start of the war([,] ) should be released as the Selective Service set up origionally([originally] ). If they aren't released now they should be placed in a non combatant unit and be the first to be released when the war is over."
2117,"15874319, 15874329","2521127-17-1394.jpg, 2521127-17-1395.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page",I have had my fair share of passes but not furloughs,,Things are a lot worse,,I think that the army could have cleaned living and eating quarters. That soldier should have more time for their own need and more freedom at nights and on weekends. If a man living close to home he should be given enough time on weekend to visit home For that the most in every soldiers life is to go home. Everybody should ,have a furlough at least every three months.[paragraph] A man should be try at differed [different] jobs in the army to see what he suit [is suited] best for.,,,,,I think that the army could have cleaned living and eating quarters. That soldier should have more time for their own need and more freedom at nights and on weekends. If a man living close to home he should be given enough time on weekend to visit home For that the most in every soldiers life is to go home. Everybody should  have a furlough at least every three months.[paragraph] A man should be try at differed [different] jobs in the army to see what he suit [is suited] best for.
2118,"15874336, 15874341","2521127-17-1396.jpg, 2521127-17-1397.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","Yes, I have had my fair share of both furloughs and passes",,Things are a lot better,,Any one going A.W.O.L. hasnt much pride in himself. I would hate to be in combat with soldiers who could not be trusted. I am new in the army but I am well satisfied the question of a furlough doesn't bother me for we may have a week end pass providing we are not on any detail. I think some fellows do not realize the importance of dicipline. Especially in a large body of men for the word dicipline means precission to me without it an army would be a herd ,OF CATTLE INSTEAD OF A BEAUTIFUL BATTERY BATALLION OR DIV. SQUAD COLUMN OR WHAT HAVE YOU. IT CAN'T BE INFORCED ENOUGH TO HAVE MEN WORK TOGETHER EVEN ON A LARGE GUN WHERE THEY DEPEND ON EACH OTHER ALL OF THE TIME. [paragraph] QUESTIONS #56 ARE SLIGHTLY UNFAIR FOR THE PEOPLE OF OUR ENEMY NATIONS ARE NOT MAD AT US THEY ARE FIGHTING THE SAME AS WE ARE I DID NOT DECLARE THIS WAR SO WHY MAKE THE PEOPLE SUFFER AFTER THE WAR IS OVER THEY ARE ONLY OBEYING ORDERS THE SAME AS US NOT FIGHTING US BECAUSE THEY HAVE A INDIVIDUAL GRUDGE AGAINST THE PEOPLE OF THIS COUNTRY [paragraph] #59 [paragraph] WE CANT JUMP INTO BATTLE WITHOUT FIRST PLANNING IT.,,,,,Any one going A.W.O.L. hasnt much pride in himself. I would hate to be in combat with soldiers who could not be trusted. I am new in the army but I am well satisfied the question of a furlough doesn't bother me for we may have a week end pass providing we are not on any detail. I think some fellows do not realize the importance of dicipline. Especially in a large body of men for the word dicipline means precission to me without it an army would be a herd  OF CATTLE INSTEAD OF A BEAUTIFUL BATTERY BATALLION OR DIV. SQUAD COLUMN OR WHAT HAVE YOU. IT CAN'T BE INFORCED ENOUGH TO HAVE MEN WORK TOGETHER EVEN ON A LARGE GUN WHERE THEY DEPEND ON EACH OTHER ALL OF THE TIME. [paragraph] QUESTIONS #56 ARE SLIGHTLY UNFAIR FOR THE PEOPLE OF OUR ENEMY NATIONS ARE NOT MAD AT US THEY ARE FIGHTING THE SAME AS WE ARE I DID NOT DECLARE THIS WAR SO WHY MAKE THE PEOPLE SUFFER AFTER THE WAR IS OVER THEY ARE ONLY OBEYING ORDERS THE SAME AS US NOT FIGHTING US BECAUSE THEY HAVE A INDIVIDUAL GRUDGE AGAINST THE PEOPLE OF THIS COUNTRY [paragraph] #59 [paragraph] WE CANT JUMP INTO BATTLE WITHOUT FIRST PLANNING IT.
2119,15874347,2521127-17-1398.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,"Things are a little better, but not much",,Would like to have a furlough. Don't get enough time off of the week end passes. The food is not so good some times and there is not enough. Some times we are worked to a point of exhaustion.,,,,,,Would like to have a furlough. Don't get enough time off of the week end passes. The food is not so good some times and there is not enough. Some times we are worked to a point of exhaustion.
2120,15874353,2521127-17-1399.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,Our Btry is not being treated right in comparison with other Btrys. Such as not getting passes till 6 o'clock early morning. I think if they could give it to one they could give it to all.,,,,,,Our Btry is not being treated right in comparison with other Btrys. Such as not getting passes till 6 o'clock early morning. I think if they could give it to one they could give it to all.
2121,"15874360, 15874371","2521127-17-1400.jpg, 2521127-17-1401.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,If the army would take time to fit a man to a job to which he is best fitted I think the man himself would be a whole lot more satisfied. The food we get isn't at all what it should be. If a man can not get a furlough he should at least be given a pass that will allow him time enough to see his family.,"A man should not be put on any duty after his regular duty hours are over, unless he has been found disobeying or being careless about his work.",,,,,"If the army would take time to fit a man to a job to which he is best fitted I think the man himself would be a whole lot more satisfied. The food we get isn't at all what it should be. If a man can not get a furlough he should at least be given a pass that will allow him time enough to see his family. A man should not be put on any duty after his regular duty hours are over, unless he has been found disobeying or being careless about his work."
2122,15874376,2521127-17-1402.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of furloughs but not passes,,"Things are a little better, but not much",,The army would be ok if they gilve us week in passes a little oftener and when we did get off they ought to gilve us passes until six oclock,,,,,,The army would be ok if they gilve us week in passes a little oftener and when we did get off they ought to gilve us passes until six oclock
2123,"15874380, 15874386","2521127-17-1403.jpg, 2521127-17-1404.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","Yes, I have had my fair share of both furloughs and passes",,Things are a lot worse,,"When I first came into this Army I like it very much, till I started to find out that there are more politics in the Army then on the outside in other words one man dose all the work and the other man who knows some one of high standing in the","Army sits and watches When a man gets any power he shouldn't get it because he's given the Top Stg. an apple & shining the [deletion] [/deletion] not [unclear] [/unclear] shoes a man who'll stand up equal to any man is the one who should get it. If you keep making Stgs. men who (such As) pardon the expression) we'll never win this war [space] The Air Corp is an outfit I admire in there you don't find as many of ass suckers, There may be a few in the ground crew but not with fliers [space] In our Outfit the don't care if they work the men all day and night if they think they will get a raise in rank for it. I don't know if my speech will do any good but I tryed anyway.",,,,,"When I first came into this Army I like it very much, till I started to find out that there are more politics in the Army then on the outside in other words one man dose all the work and the other man who knows some one of high standing in the Army sits and watches When a man gets any power he shouldn't get it because he's given the Top Stg. an apple & shining the [deletion] [/deletion] not [unclear] [/unclear] shoes a man who'll stand up equal to any man is the one who should get it. If you keep making Stgs. men who (such As) pardon the expression) we'll never win this war [space] The Air Corp is an outfit I admire in there you don't find as many of ass suckers, There may be a few in the ground crew but not with fliers [space] In our Outfit the don't care if they work the men all day and night if they think they will get a raise in rank for it. I don't know if my speech will do any good but I tryed anyway."
2124,15874391,2521127-17-1405.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a lot better,,The policy of the Armoured Force refusing to transfer a man to army air corps Technical Training command stinks.,,,,,,The policy of the Armoured Force refusing to transfer a man to army air corps Technical Training command stinks.
2125,15874397,2521127-17-1406.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,"Things are a little better, but not much",,I think the soldier should get more passes and these passes to be for at least 3 days.,,,,,,I think the soldier should get more passes and these passes to be for at least 3 days.
2126,15874409,2521127-17-1407.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,[answer 4 is also checked but the score on the right indicates answer 3] ,I think that we could be treated a lot better and given a better chance.[paragraph] And I allso [also] think that we should get to go home once and [in] a while.,,,,,,I think that we could be treated a lot better and given a better chance.[paragraph] And I allso [also] think that we should get to go home once and [in] a while.
2127,15874419,2521127-17-1408.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,Things are a lot worse,,It has caused my mother to go to work so as to send my brother throw school,,,,,,It has caused my mother to go to work so as to send my brother throw school
2128,"15874426, 15874433","2521127-17-1409.jpg, 2521127-17-1410.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page",I have had my fair share of passes but not furloughs,,Don't know,,"The army would be much more efficient if so damn much red tape, indecisions & contradictions were cut out. Orders should be transmitted more directly to eliminate it. Some officers should be trained to look at both views if situations too, instead of just their own. Favoritism & ""pull"" should be eliminated. Soldiers would work better if all were treated equally.","97. (Continued) Continue writing your remarks here. Food should be handled better, that is, less crowding in mess halls and better equipment and room for the personnel to use. The cooks aren't bad cooks, but they don't have the proper facilities to do their best. All weekend passes should be to 6 o'clock Monday morning, & class A passes given out more quickly & often. Furloughs should be every 5 months instead of 6. Soldiers should have some place, & permission, to work after 11 o'clock at night, in order to catch up on so many things that must hang over to the next day to only pile up & never get done. More time is needed before [unclear] reveille [/unclear] in the morning. All work should be fitted into the day as there would be no need for evening details and men could relax. Duty rasters should be made out more in advance, so we could plan more. P. F. C.'s & corporals' should not be exempt to most details. There should be easier access to the chaplain & commanders.",,,,,"The army would be much more efficient if so damn much red tape, indecisions & contradictions were cut out. Orders should be transmitted more directly to eliminate it. Some officers should be trained to look at both views if situations too, instead of just their own. Favoritism & ""pull"" should be eliminated. Soldiers would work better if all were treated equally. 97. (Continued) Continue writing your remarks here. Food should be handled better, that is, less crowding in mess halls and better equipment and room for the personnel to use. The cooks aren't bad cooks, but they don't have the proper facilities to do their best. All weekend passes should be to 6 o'clock Monday morning, & class A passes given out more quickly & often. Furloughs should be every 5 months instead of 6. Soldiers should have some place, & permission, to work after 11 o'clock at night, in order to catch up on so many things that must hang over to the next day to only pile up & never get done. More time is needed before [unclear] reveille [/unclear] in the morning. All work should be fitted into the day as there would be no need for evening details and men could relax. Duty rasters should be made out more in advance, so we could plan more. P. F. C.'s & corporals' should not be exempt to most details. There should be easier access to the chaplain & commanders."
2129,15874441,2521127-17-1411.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,(1) About the rotten food they feed for mess.[paragraph] (2) To cut out bed check at 23:00. [paragraph] (3) To give more three day passes. [paragraph] (4) To ease up on working after hours and to give more weekend passes to 06:00 Monday morning.,,,,,,(1) About the rotten food they feed for mess.[paragraph] (2) To cut out bed check at 23:00. [paragraph] (3) To give more three day passes. [paragraph] (4) To ease up on working after hours and to give more weekend passes to 06:00 Monday morning.
2130,15874447,2521127-17-1412.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a lot worse,,I think we should get furloughs oftener than we do. And more to eat most of the time. Don't see why we have to keep our collars buttoned all the time when working. ,,,,,,I think we should get furloughs oftener than we do. And more to eat most of the time. Don't see why we have to keep our collars buttoned all the time when working.
2131,15874458,2521127-17-1413.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,"Things are a little better, but not much",,"The food we get isn't no good. All we have is stew most of the time. Once in a great while we have pork chops or something. If the civilians are giving up what people say they are for the Army, where is it going? I don't think we should work on a week-end either.",,,,,,"The food we get isn't no good. All we have is stew most of the time. Once in a great while we have pork chops or something. If the civilians are giving up what people say they are for the Army, where is it going? I don't think we should work on a week-end either."
2132,"15874465, 15874471","2521127-17-1414.jpg, 2521127-17-1415.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","No, I have not had my fair share of either furloughs or passes",,I don't see any difference,,"In our outfit we havent as yet had any passes until 6:00 A.M. Monday mornings or three day passes in the four months I have been in the army.[paragraph] Privates will not receive any Class A passes, I think that is one of the worst ways to harm a soldiers [soldier's] morale.[paragraph] It is a known fact that ",the food we receive here is not even fair [fit] to eat.,,,,,"In our outfit we havent as yet had any passes until 6:00 A.M. Monday mornings or three day passes in the four months I have been in the army.[paragraph] Privates will not receive any Class A passes, I think that is one of the worst ways to harm a soldiers [soldier's] morale.[paragraph] It is a known fact that  the food we receive here is not even fair [fit] to eat."
2133,15874479,2521127-17-1416.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,"Some of the things that are being done in this Bn. is OK, but there are some things are just a waist of time and money. Thay don't give the men enough privileges + too much work. Thay are too strict on clothing, as for wearing things for dress. Thare is too much of one mans [underline] ideas [/underline] ",,,,,,"Some of the things that are being done in this Bn. is OK, but there are some things are just a waist of time and money. Thay don't give the men enough privileges + too much work. Thay are too strict on clothing, as for wearing things for dress. Thare is too much of one mans [underline] ideas [/underline]"
2134,15874485,2521127-17-1417.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,I don't see any difference,,I am a married man and have a family at home. My wife and Suns are not getting along very well with out me.,,,,,,I am a married man and have a family at home. My wife and Suns are not getting along very well with out me.
2135,"15874491, 15874496","2521127-17-1418.jpg, 2521127-17-1419.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page",I have had my fair share of passes but not furloughs,,Things are a lot worse,,97. If you have any further remarks you would like to make on any subject please write them below as fully as you like. We [unclear] so [/unclear] [unclear] restricted [/unclear] to the battery area for two month we haven't been getting as many breaks as the rest of the battery's like three day passes. They have said we were the best battery in the battalion. The men wouldn't mind doing extra work if the([they] ) could get six o'clock from saturday morning until six o'clock monday morning.,The chow is not so good. They do not give us enough passes and the passes are not long enough.,,,,,97. If you have any further remarks you would like to make on any subject please write them below as fully as you like. We [unclear] so [/unclear] [unclear] restricted [/unclear] to the battery area for two month we haven't been getting as many breaks as the rest of the battery's like three day passes. They have said we were the best battery in the battalion. The men wouldn't mind doing extra work if the([they] ) could get six o'clock from saturday morning until six o'clock monday morning. The chow is not so good. They do not give us enough passes and the passes are not long enough.
2136,15874502,2521127-17-1420.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,"I realize there is a war on and we've got to win. The way we've had to work and have been treated since we've been here makes the fellows feel like they are slaves. [paragraph] We don't mind doing our share but just because our officers are bucking for one more rank and having us get it for them, we don't like it.",,,,,,"I realize there is a war on and we've got to win. The way we've had to work and have been treated since we've been here makes the fellows feel like they are slaves. [paragraph] We don't mind doing our share but just because our officers are bucking for one more rank and having us get it for them, we don't like it."
2137,"15874513, 15874521","2521127-17-1421.jpg, 2521127-17-1422.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","No, I have not had my fair share of either furloughs or passes",,Things are a little worse,,"Sometimes during the day we do our work, then some times over the week end, when we should get passes they make us work over the weekend and do work that we could have possibly done during the week. As far as furloughs and passes some dutys get them and are [unclear] [/unclear] outfit doesn't get any and we don't think we're being treated very fair about that. Everyone should be treated the same in the army and the fellas will cooperated much better together than they are now.","When we do get passes there not long enough for a soldier to really go out have a good time. I'm sure of the fellows here had little longer passes & could go out & have a good time, they wouldnt mind doing??? a little extra work during the week??? [unclear] [/unclear] long??? as you give a soldier a break once in a while you can always depend on him doing his duty & doing it fair & square all the [unclear] [/unclear] ",,,,,"Sometimes during the day we do our work, then some times over the week end, when we should get passes they make us work over the weekend and do work that we could have possibly done during the week. As far as furloughs and passes some dutys get them and are [unclear] [/unclear] outfit doesn't get any and we don't think we're being treated very fair about that. Everyone should be treated the same in the army and the fellas will cooperated much better together than they are now. When we do get passes there not long enough for a soldier to really go out have a good time. I'm sure of the fellows here had little longer passes & could go out & have a good time, they wouldnt mind doing??? a little extra work during the week??? [unclear] [/unclear] long??? as you give a soldier a break once in a while you can always depend on him doing his duty & doing it fair & square all the [unclear] [/unclear]"
2138,15874524,2521127-17-1423.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","No, I have not had my fair share of either furloughs or passes",,Things are a lot worse,,To me it seems there is to much out ranking the other fellow and not enough justice. [paragraph] ,,,,,,To me it seems there is to much out ranking the other fellow and not enough justice. [paragraph]
2139,15874531,2521127-17-1424.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","Yes, I have had my fair share of both furloughs and passes",,Things are a little worse,,Q [Question] 96 I would like to me [make] enough wage to support my family so the [they] wouldn't have to ask the Gov't [government] for 50 percent support.,,,,,,Q [Question] 96 I would like to me [make] enough wage to support my family so the [they] wouldn't have to ask the Gov't [government] for 50 percent support.
2140,15874538,2521127-17-1425.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of furloughs but not passes,,Things are a little worse,,I think that a man should get a furlough ever six months where he works every day an never get a day off.,,,,,,I think that a man should get a furlough ever six months where he works every day an never get a day off.
2141,"15874547, 15874552","2521127-17-1426.jpg, 2521127-17-1427.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page",I have had my fair share of furloughs but not passes,,Things are a lot worse,,I think that limited service men in the Army now should be released because they are of more help to their country on the home front then they are in the Army. I myself do not earn the food that is given me here in the Army so back home I think the I can do more than that I am sure.,[unclear] [/unclear] ,,,,,I think that limited service men in the Army now should be released because they are of more help to their country on the home front then they are in the Army. I myself do not earn the food that is given me here in the Army so back home I think the I can do more than that I am sure. [unclear] [/unclear]
2142,15874559,2521127-17-1428.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)","Yes, I have had my fair share of both furloughs and passes",,"Things are a little better, but not much",,"A question please! Why should Senators, Congressmen and politicians argue over politics now? Their minds should be on subjects of war and not politics.",,,,,,"A question please! Why should Senators, Congressmen and politicians argue over politics now? Their minds should be on subjects of war and not politics."
2143,"15874566, 15874571","2521127-17-1429.jpg, 2521127-17-1430.jpg","A document that contains three questions (Q.95, Q.96 and Q.97), A continuation page","Yes, I have had my fair share of both furloughs and passes",,I don't see any difference,,When the people came to this country they were white people and I think the white people (if this is going to still be America) should be better than the negro[.] Instead a negro feels larger than white people and gets away with it . They can even get seats for transportation when white people have to stand up or not go at all.,"an the thing is, the first three grades would get quarters on the post. I can't see why the fourth grade cannot get permission to live from the post long as it doesn't bother his duties. Practaly all units except the medical sec. the fourth grades can obtain permission to go home when they have their familys near the post. That is when they are not required on duty.",,,,,"When the people came to this country they were white people and I think the white people (if this is going to still be America) should be better than the negro[.] Instead a negro feels larger than white people and gets away with it . They can even get seats for transportation when white people have to stand up or not go at all. an the thing is, the first three grades would get quarters on the post. I can't see why the fourth grade cannot get permission to live from the post long as it doesn't bother his duties. Practaly all units except the medical sec. the fourth grades can obtain permission to go home when they have their familys near the post. That is when they are not required on duty."
2144,15874579,2521127-17-1431.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",I have had my fair share of passes but not furloughs,,"Things are a little better, but not much",,A lot of times we have officers and noncoms that don't know a thing about what they are doing. Why are they put in? That is the reason that we have trouble. Some guys work hard and don't get any stripe and others just get them for no reason at all.,,,,,,A lot of times we have officers and noncoms that don't know a thing about what they are doing. Why are they put in? That is the reason that we have trouble. Some guys work hard and don't get any stripe and others just get them for no reason at all.
