,Response,Best Approx,Similarity
2961,i think the war will be in the United State the next time,I hope we can in the war and i hope we will in it and I no we will in this wave,0.5773887634277344
2962,Army life is OK - as long as you know what you is fighting for. Freedom and Security I am fighting for both. There should be no discrimination among the people because of Color. The South is unfair to the Negro soldier not all people but the majority of people in the South is very toward I think some-thing should be done because you lose your fighting spirit it makes you stop and think what am I fighting for when the very people I am fighting for call me regular names. I look over this remark because they are ignorant,"I have answered these questions the best of my knowing and this is my own personal feeling about the war and army that negros are taking very little part in it. [paragraph] As a whole the southern polecat known as the half breed white men do not like a negro no matter what he can do, as is, his color is against him and his family. [paragraph] The negros in the south do not have no [unclear]prospeting[/unclear] for him self or family other than his boss man word, say this nigger work for me. [paragraph] Negros are paid less wages, poor living conditions and [unclear]taxed[/unclear] the same thing as the white man. [paragraph] I do hope the out come will provide better living conditions and given a chance to improve himself the things that he is worthy of.",0.8327099084854126
2963,"Because no matter who win the war the negro is still going to be the under-dog. Although I will fight to the end for the United States because this country is still the best and freer nation in the world. But I do believe the negro should have a better chance to live like the white man and have the same rights. This suppose to be a Democrary, the White Race better wake up and fly right. ","(57) The Negro does not only make the sacrifices that all americans must make, but must tolerate injustices and mistreatment in the south by whites yet they fight and take it. they deserve a medel of honor for that alone. [paragraph](58) I don't think the Negroes in the Air Corps are given a chance to do as much as they can to win the war, for example White Cadets that fail to graduate as flying officers are allowed to train for navigators, Bombadaires, etc while Negroes who fail are reduced to the rank of Private, with no further hope of flying. If Negros can fly persuit ships why not Bombers, Bombadaires gunners and Navigators?",0.7929754257202148
2964,"[unclear][/unclear](1) As a whole, I think the question are rather good, it is a good idea you can see just what every Negro think about this War, and the way he is treated. Personaly, I have always been treated fair because I were never in the South, but sence I have been in the Army and have been in the South all my [insertion][/insertion] [unclear][/unclear] time, well I have had some pretty bad [unclear][/unclear]. [paragraph] And I do [unclear][/unclear], that with in a short time, that it will be a great change, because a lot of the Negro race are waking up to the plain facts. And I realy dont beleive they will countinue to take thing the way they have been going on. That my opinion. I thank you.","To begin with I think the questionnaire itself is a lot of [unclear][/unclear] in the first place it was supposed to find the opinion of negro [deletion][/deletion] soldiers in a southern camp and I am sure that the war department is well aquainted with the way negroes be treated in the south, Because it isn't any [unclear]doubt[/unclear] about the treatment. Since I know that this interview was made up from a white mans suggestion. I can hardly make myself [unclear][/unclear] that this isn't a fake played on the colored [unclear]soldiers[/unclear]. [unclear]Like[/unclear] the question which we would rather have white or colored officers if that question was asked to a group of white soldiers [unclear][/unclear] couldn't hear nothing but then [unclear][/unclear] and [unclear]why[/unclear] should we be so different [unclear]And[/unclear] my opinion [deletion][/deletion] about that would be the same as the white troops.",0.7693105340003967
2965,"Some questions or must I say all could be answered if you could just trade places and see how the other half lives. [paragraph] You would be horrified, believe me at some of the conditions [paragraph] And it doesn't make it any easier for me since I'm from the West. I have played, with white boys swam in the same place as white them and went to school all my life with them. Even fought then but they would take it and I would to, and nothing occured from it. They would whip me yet we never lost [deletion][/deletion] our friendship until the leave and let some people put crazy ideas in their minds [l burst? Who Knows?]","[unclear][/unclear] my intellectual [unclear][/unclear], I think this is a dam good idea of finding out information from us boys in the service. Also I think we all should stick together white or colored in all the years to come in the future. Also let us have all the free rights in the constitution of the U.S. has for its people. Kill all this discrimination [unclear][/unclear] and let it be killed. If not we will have a war with our own American people thats the real truth. I do hope that the war will end real soon and let us all leave a free & civil life even better than in the past years. Thank one and all to whom this may concern.",0.6835159063339233
2966,"I think this way will make it better for all soldiers and we will all deserve equality for I believe we are defending a just cause. And I work my very best to be fit and feel that most other negroes do the same. And about the [unclear][/unclear] don't know which Post I like best but I [unclear][/unclear] I would like North, South, East or West.","there is not [unclear][/unclear] [unclear][/unclear] for me to say all i would like to but i will say this I dont think [unclear][/unclear] is pleased at the way the negroes are being treated. I think that we should have equal rights, after all we are living in a so called [unclear][/unclear] and we should we be treated accordingly.",0.7894968390464783
2967,"I would like to know why soldiers can't get a pass to town when he is off duty, they can't do any thing else, so I think during the time that a man is in camp he should be given some rights. [paragraph] My health is not sufficient for combat service in the army. What should other men do that in my same condition. [paragraph] My health is not good so I think that I could help win this war by working on some kind of a War Job.",I think in this camp we soldiers don't have enough time off and when we do have some time we don't have enough time to go any place in fact there isn't any place to go here the the towns are so far apart until we can go and get back on time And I think the medical Corpe should give we soldiers better care than they have been.,0.7946299314498901
2968,Since I have been in the army I have been unable to understand this [unclear][ordinance/unclear] works. I believe I will make a [deletion][/deletion] better soldier in some other branch of the service.,I dont like the army much [deletion][/deletion] I havent ben home since I came to the army if I could get out of the army I would like it much better. I dont naw what i am in the army for.,0.7075842618942261
2969,I am hoping that these question that I have answered will not throw any [unclear]refliction[/unclear] or hold any thing against my race of people.,Would like to know just what this is for: but since there isn't any and for me to ask I will forget about it: but what [unclear][/unclear] is more questions & answered that is first that I [unclear][/unclear] about them. So don't get disgusted I don't mean any harm these are my thoughts ,0.6778538227081299
2970,I dont think I have so much to say about the questions more then I think [unclear][/unclear] hope reaches after this war we will have some Equally of[unclear][/unclear] as well so is the white man,Just the fact it [unclear][/unclear] the most of the white people in the [unclear] war [/unclear] don't seem to want us in the war. or they that is the [unclear][/unclear] they [unclear][/unclear] [unclear][/unclear] for any part i [unclear][/unclear]that [insertion]every[/insertion] one of those kind of people could be sent over the [unclear][/unclear] and made to fight for their life. And i also [unclear][/unclear] i could get a bunch of them and have whip them until they could not stand up. The each [unclear][/unclear] are not even worth talking about or even writing about,0.6672736406326294
2971,"outfits the same as they are together in the large schools [insertion]for training[/insertion]. In my opinion, [insertion]it is[/insertion] one of the first traits of a poor soldier regardless of his race to [deletion][/deletion] not have respect for a fellow soldier because of race or creed. It is beneath the high degree of discipline the U.S. Army is striving for. Seeing segregation on a large scale for the first time it seems to me to be a [deletion][/deletion] tradition more than anything else. I feel that in the army and during this war is the ""ripe"" time to start training minds differently.","I think this questionnaire should [unclear]begioen[/unclear] unusual attention, because those kinds of questions enable's whoever reads them to find out just how the negroes are being treated. In my opinion I think if we are to help fight this war why not not treat us as a soldier with a hell of a job to do. I think Camp Claiborn [unclear]LA[/unclear] as one of the lously place's in the world to train a negro soldier. In my outfit about 90% of the boys are from the north, and are use to being treated as a citizon of this amercian. Frankly speaky we have come to the conclusion that we are just now fighting for what (?) (in a white man's army.) So why not give us a break, we can soldier as good or better than any white man ever dare to. Were doing the same as he, why not treat us as they are being treated Colored soldiers are not treated fair in the South.",0.7003991007804871
2972,got love us all and he will take care of us all if we do right and love one another that what the bible say so we had better worry and get on the ball now why we got our health,My ideal we should first trust in the Lord an then Line so close that one cant fall for another. Since we have a chance we should go to church and trust each other as we want to be trusted. Live so that the Lord can use us anytime an anywhere. Be good Christian all the time that will prevent the war because God say so long as I am for you in the world maybe against you but nothing can harm. so trust in the Lord more an not in man because man will die but god word will stand for love an devotion.,0.7290652990341187
2973,Does not have any other comments about this questionnaire,Well I dont have any comments about this questionnaire.,0.7453827857971191
2974,I wont say that I dont like the army because I do a little but I think a man can take the training without being [unclear]doged[/unclear] around about some one else [deletion][/deletion] in fact for [unclear][/unclear] [unclear][/unclear] some person left undone,it really [unclear]hasnt [/unclear] been approved by my little acknowledgment and lots more that by your trying to be good in the army and during your job. dont get you [unclear]rated[/unclear] in the army seem like some one don't give a ... yet all the best [unclear]brokers[/unclear]and make it better then for one trying to do their job. I really feel like every man in the army should be treated like a man and not like dogs by their NCO [non commissioned officer] I don't feel like just because they have the privilege to do some thing to [unclear]means[/unclear] I don't feel like they should [deletion][/deletion] do it with out a [unclear]case[/unclear] I can write my name but I hope [unclear]the[/unclear] one correct this will find out who I am and give me a chance to go any place in camp I wish because I am a volunteer so that pleases,0.7265551090240479
2975,"Not because I am a negro but because I blame it on trust. I will say that I believe if the negros had more power this war wouldn't last as long due to the fact that when a negro get into something he will put all that he has into it and get it done. While the white man is trying to keep the negro down the Japs and Germans are fighting like hell. The white man must get up off the negro before the war can be won by the U.S. Let every man be a man no matter if he is colored or white and we can win this war. ""God bless America""",I like a white man as well as I do a colored man if he is a intelligent person. Its time now that both races get together and live and try to win this war so we can all go home. Buckle down and really pull together and stop all this ignorant segregation in the south. The colored soldier would and could do much better if he was treated like a soldier and not a dog. We love American just as any other race but how can we love it when people act like we are beast. It has been proven that if a colored person try hard enough to do something great he can do it. But first the spirit must be there + not a lot of Hatred.,0.8191030621528625
2976,I came into the army with a desire to fight for the ideal set forth by our commander in chief as I believe in these principles. They did not practice them in civilian life and Democrocy [democracy] was a word to be given lip service. Not practiced. Some have tried to carry this thought in the army and in some camps prejudice and unfair practices still prevail. It is gratifying to know that their [there] are some white men who are fair and unbiased enough to attempt to carry out the ideas of Democracy and not for the sake of superiority in color. Hitler + his practices are too closely paralleled in the thoughts of some individuals + groups in our national setup. A commander of negro troops who was born + raised in sections that adhere to certain traditions + customs regarding the negro is out of place in this fight and cannot practice democracy.,"I think its a very good idea it shows that democracy can function when it wants to do so. It has taken a lot of things off [insertion]my[/insertion] chest that I have been wanting to say. I hope it receives some attention. the questions were clear and concise. [paragraph] The organization which I am in doesn't function as an army unit should to my idea of thinking, its more of a political outfit than an army. Sergeants sells furloughs and passes to soldiers. the rating is done on the graft system instead of merit system, this is not true in all cases of all sergeants but some of them do. The Colonel doesn't know about these things and I don't think any of the officers do [unclear][/unclear] I am not a snitcher",0.7281175851821899
2977,"Most Negros like myself love this Country and don't mind fighting for it, but, we are tired of taking shit for the Southern off of the Southern white man.",I like a white man as well as I do a colored man if he is a intelligent person. Its time now that both races get together and live and try to win this war so we can all go home. Buckle down and really pull together and stop all this ignorant segregation in the south. The colored soldier would and could do much better if he was treated like a soldier and not a dog. We love American just as any other race but how can we love it when people act like we are beast. It has been proven that if a colored person try hard enough to do something great he can do it. But first the spirit must be there + not a lot of Hatred.,0.7879375219345093
2978,9. I think you should have 3 months of training. It would take 2 [unclear][/unclear] to get back to your self to your old training,Question No. 9: The training problem would be two weeks of physical fitness and then there's the possibility of meeting old friends.,0.6165536046028137
2979,I would rather be in the north because I'm not used to be told to go into the back door of business places. There are more cooperation between the two races.,The reason I would like to be at Fort Dix is because it near my home where my wife live and she could take care of any businesses better for it would not as much for her to come and go from here home to this camp,0.5891339778900146
2980,"I feel that this questionnaire is very useful to the Government of the United States, and will help make thing better for this country.",I think that this is a good thing that the government is doing it will help the country in the long run,0.8392629623413086
2981,I thank the [unclear][/unclear],[unclear][/unclear][unclear][/unclear]I thought there [unclear][/unclear] to the [unclear][/unclear] is all right some is good is [unclear][/unclear] is good,0.7207852602005005
2982,Well the first thing is when a man is 34 yr. or over he should be in a Defense plant he could do better than in the Army take young men from 18-28 he will make a good Soldier but when a man get 34 or over he is no good for running and jumping he will give out. I think they should let all men out of the Army that age let them work in a defense plant where he will do the most good. A man from 34 or over he can't soldier like 18 yr. to 28 he haven't got the wind. So I think a man from 34 and up should be in a defense plant where he can do the most good.,"I don't see why men are forced to stay in service when they are physically unfit for military duty. They could be in a defense plant working, while they are wasting time in the Army. I think after a year of training each man should be sent to work in a defense plant. ",0.7475827932357788
2983,[unclear][/unclear] the man come to th ward [unclear]but[/unclear] in the war is [unclear]theese[/unclear] must to do [unclear][/unclear] to see me to [unclear][/unclear],1. What way can a Soldier get a transfer to another camp 2. I dont like [unclear][/unclear][unclear][/unclear][unclear][/unclear] it dont agree with me,0.6082891225814819
2984,[unclear][/unclear],[unclear][/unclear],1.000000238418579
2985,[insertion][/insertion]The reason I don't feel that what [unclear] [/unclear] serving in the army is [insertion][/insertion] that the negro's are not treated [unclear][/unclear] [unclear][/unclear] The Constitution of the United States. Negro's do not have equal [unclear][/unclear]. On the other hand if I [unclear]America[/unclear] don't win this war we will all be slaves to Hitler. If I knew that my [unclear][/unclear] would be treated better after the war I would not feel I have done my part in vain.,In general Negroes in civil life are treated on the same bases as enemies of the U.S.A. than citizens. We as negroes aren't thought of enough to be hired in defense plants. But any foreigner can have a better position than he. We have men and women qualified to hold any position as good as any race but we aren't given the chance. There is too much race prejudice in the Army where there are negro troops and white officers. Why should the negro soldiers fight for the country which is treating him so bad. The negro is treated as a parasite. We are thinking how Germany treated the Jewish race. What about the treatment of the white toward negro? It can be better and will have to be better before victory is won.,0.7581820487976074
2986,I think it is a wonderful ideas to get even and Opian about it.,it good idea,0.6438993811607361
2987,"I think the Examination boards should be more fair in examining me for armed forces. Men sent in the army not in good Physical Shape, are going to be as capable as a man in Physical Shape [unclear]The)[/unclear] As much work is expected of the man in Poor Physical Shape as the man in Good Physical Shape. With him not being able to do as much as the next soldier he is continually catching hell from Sgts. and Lts. They give him hell because his is a Soldiers and is supposed to do it because he is supposed to be a good Physical [insertion]Soldier[/insertion] I am not saying it because it is the same case with me but there are hundreds of cases throughout Negro Army Camps, and some thing should be done about it. Some men on limited Service could do more in war jobs than in the Army.",I am not at all satisfied in the department that im in and frankly i think i could do much better in some other department outside of the Infantry. The army usually put a man where they think he is best fitted but in doing that there are quite a few mistakes being made i think a man should first be given a chance where he thinks he can so the most good. rather than just place him anywhere because maybe there is a man in the Infantry that should be in the Ordnance according to his ability.,0.7857985496520996
2988,I do not believe in white and collord mixing but think a collord man should have a chance at anything he can do to help win the war.,I only hope and pray that one day the people (white [unclear][/unclear]) will see that I am just as good as he is And if fighting will make them see it I am willing to fight.,0.7446901202201843
2989,The war could be [deletion][/deletion] easier to fight if everybody was allowed to do the part in which they are fitted for. It will not be won unless the [unclear][/unclear] which is going among the different races is stopped. If a man is able to do a certain job in civilian or army he should be given it to do [deletion][/deletion] [deletion][/deletion] It will take a lot more thing to win this war by training people unfit for certain things. If a Negro can't get in the outfit he wants and which he can do the most good why is he fighting at [insertion]all[/insertion] for. It is all ready proven that the country needs [unclear][/unclear] but yet because of the country history it will not stop the racial discrimination and yet it is fighting for freedom of other people and countries to save our own face. We are not asking to [deletion][/deletion] live under the same rood but just want the freedom of speech [unclear][/unclear] and privilege as other citizen have.,First of all I pity the poor Negro soldier returning to the South after a sojourn in the north. His views + personal contacts will have broadened while his field will not have changed and that will result only in disastrous friction. There should be enacted federal laws with teeth in them (and enforced) whereby Negroes be given at least a fighting chance without danger of lynching + maltreatment merely because his face is black. [paragraph] Educational facilities + possibilities should be demanded + given [underline] everyone. [underline] Whether it is fight--play--or work give us a chance to prove that our hearts our [are] as big as yours + our blood just as red. Except in the Major Leagues of Baseball they're doing it very successfully in the north + the results are amazing. In the West more and more people are establishing social contacts because they have discovered that Negroes are very amiable when given the chance. [underline] Give us Economic Equality [underline] + the social naturally fall in line.,0.7822461128234863
2990,"This was a very interested (sic) questionair (sic) and it brought a lot of good points and thoughts and about the negro specially but I believe the negro will have a fair chance after this war and the negro soldiers are being treated pretty good in all the camps we have sergeants Lieutenant, etc.",I think the War Dept. was very considerate to submit these questions to the soldiers of the Army and I sencerely hope most of the questions will be of value in trying to make the U.S. Army a pleasure to serve in. I think this information is very usefull in settling racial problems that has arisen in the Army.,0.7866268157958984
2991,In many of these question I have not yet been experience in. I have not been in the army very long and I am not but 18 years old. and its the first time I [unclear][/unclear] been away from my mother. I am worring because I don't know when I will see her again I have had no experience and I do not understand,What are the colored people fighting for in the war they don't have any rights especially in the South what will the colored soldiers do when they go back South after the war. I wish I could get out of the Army because my Age is getting me I cant get around like I could when I was young and I am not physically fit. Colored soldiers have been fighting in wars ever since the Spanish American war and what have they gained. I don't think the outfit I am in is ready for combat area because I havnt had but seven months of the work and I don't know it good enough for combat. Let the white boys fight the war because they are the only ones that will benefit by it. I don't think the Colored Boys haven't any reason what so ever to go across and fight.,0.6915785074234009
2992,This question is good and it asks some very fair questions as a whole. It asks would I like to be a commissioned officer well I would very much and I wish they would give me a chance at it. I have a very good understanding and I believe I could make it all right once I had the chance,I am very proud to have that [unclear][/unclear] to answer to those questions to my own Judgement and I all so think that I have made a fair judgement,0.7683908939361572
2993,Frankly speaking I know of no better way of getting the different opinions of groups on such vital questions than this questionnaire and I did enjoy participating in it. May we as a race be able to reap benefits from it in some way. ,I think this is a swell idea - I for one am hoping we have the pleasure of answering some more of them as they do bring out some very important question that I am sure we all answered to our best ability,0.7576707601547241
2994,"I believe alone with our equipment, our phcal trained bodys ect we must carry with us the feeling in our hearts and the truely, sincerely, faith that we'll win. I believe if every Soldier believe that we'll win, we have won. I believe if some time was set aside for the purpose of being American Soldier [unclear][/unclear] together as complete brothers it will be a great weapon for the enemy. I do believe this statement: ""As a man thinkest, so is he""","I am a man of the South. I understand the white man of the South, but after all we are fighting for the same thing and we should be a brothers. I think before we can defeat any of our enemys we should just get straight at home among our selves, that is the white and colored. [paragraph] I don't know about the camps of the North & only know the most of them of the South as far as I can see the colored boys are treated [unclear][/unclear] bad. I do hope we will win this war and I am doing my best and trying to get others to do their best, but after the war I do hope to be treated as a man who once gave his life for a country which he was born and lived in. in all of this I am only saying I hope my race will be treated as well as the race of a lighter color.",0.7777804732322693
2995,It is Nothing Else but in [unclear][/unclear] been treated unfair so long till it slow real now. I don't have Nothing to say about it and dont do Nothing about it so I am trusting in the lord that we Will Win this War and We Will go North and get together and try to get on some time. I believe if We had ben closer together that We Would Not [unclear][/unclear] IN War Now. So let all look to the front and KeeP the faith and whin two War and dont for get to pray. Pray Will Enough timing.,Well I have explained My self all in way [unclear][/unclear] so there isnt Much for me to say But I Do thank that as a soldier ther should Be no Differance made of any kind and any where we should all Be a happy family together and strive fard to miss the war and after the war is over still live like Wise let every man Be a man and give every man a chance Just like they Were given in [unclear][/unclear] to Win The War,0.7571964859962463
2996,This questionaire is very good to show how I feel toward other people.,I think this questionnaire is very good. It gives me a chance to express my feeling about the service.,0.7666761875152588
2997,"Well it is one thing not fair is for the colored. The colored communications officer gets tuff breaks he can or do go to the different schools with the white officers and, after he finishes and goes to some camp, he cant go to the service clubs with his white buddies or they are Segretated from where he goes after he gets off the field it is not fair and I hope this war will wake up the younger generations and I believe this will be a better world to live in after the war is over, because it has opened up a lot of new avenues for the Negro which before was closed to them and the world know we are willing to give our lives as freely as any white man altho we haven't had the priviliges they have had.","Why does the Negro have to go to the worst camp in some place after the whites are gone? Why can't we all be to gether this is a free country & if I have to live & fight in this country with them Why can we soldier together? I think that would help break the prejudice & build the U.S. to more of the freedom of this country. As a whole the dr. in the reception Center don't examation man to find out if he is fit or unfit, they just rush you thorough. Can we win this with beaten & unfit men? No. In training [unclear][/unclear] he should be put in a place where is best physical fit. Then for combat use don't kill him and brake him up training him. What good is that man to the Army? Unfit man should be in the production plants & Healthy men in the army.",0.7538657188415527
2998,"The Laundry service at this Camp is very poor. Clothing is sent back rough dried and tied together. Part of some is lost each time sent. Room for Improvement. Mess Sergents could talk to persons as though they are people. Meals could be a lot heavier, and balanced. In general the conditions surrounding Camp are very poor. By this should a Soldier go to one of the neighboring towns for entertainment or recreation he is Crowded out. As for Companionship that is a thing of the past. The are at least ten Soldiers to one girl in this Camp. That makes it very bad. More entertainment and recreation is needed along with some respectable young women. Other wise more weekend passes to town.",Think the army is a good set up But some time the food is shy could anything be done about it and the cleaning [unclear]eqreement[/unclear] is poor in this camp could it be looked after. These are certain things needed looking after where are the Officers in charge. ,0.7672736644744873
2999,I would like to know what this is all about.,I really would like to know what all of these questions consist of. I hope I soon find out.,0.6425262093544006
3000,some time white people know life an the young boys don't that the reason why some time they don't get along but I fell that a colored man is as good as white or any other human being after all god all might have all of us in his hand. ,Im a negro and is proud to be one don't think im better then no one else or [unclear]worsh[/unclear]. and if the white man [unclear]haves[/unclear] the same idea we all could get along fine But he thinks he is better then negros because his skin is white. and so as long as he thinks that silly idea there will never be in getting along beteen him and the colored race. This is all. Thinks,0.7794816493988037
3001,I would love to [unclear][/unclear] in the [unclear][/unclear] but in my condition I am unable for any but I no I can't stay in the army and not do any thing so I will try to do the best I can and ask the good lord for strength and to help me for if I was out I would not feel any better for I [unclear][/unclear] in pain for about 10 years and now I am just about to [unclear][/unclear] give up so I need help before I can [unclear][/unclear],"In answering questions 27-31 and 32 were my personal thoughts concering myself. It is true I would like to advance in the army and do whatever I can to win the war / but I don't have the health and strength of a combat soldier. It is true that if in a battle I would just be in a good soldiers way. The induction center rejected me twice third doubted very much if I should pass or not. Here the doctors won't give me or other soldiers much attention. You can explain to them your trouble, but they will say go till you fall out. I have fallen out twice, but nothing done. This is my reason for giving the answers in which I gave. ",0.7401037216186523
3002,"Keep the Negro Soldiers out of the South, or should I say the ones that don't know any thing about the South. Why send Negro Corps. Officers to the South to some town away from anywhere they can have good clean fun it is a lot better on enlisted me than are officers don't get me wrong that is not saying no Hell","Every time a negro soldier, born and raised in the North, is sent to the South, then morale of one more soldier hits the bottom. The average Southerner goes out of his way to embarrass negro soldiers and the cops (civilian) are heartless, undoubtedly through ignorance. Negro Segregated Post (such as Tuskegee) do not get the same attention (apart from what is written on paper) as do other posts. The transportation facilities, I believe, cannot be worse anywhere outside of Tuskegee. The Gov’t should try to educate the whites in the South towards an appreciation of negro soldiers and what they are doing in the war.",0.7815598249435425
3003,[unclear][/unclear]Being here has it disadvantages as well as it advantages. the South is so con [unclear][/unclear] the colored have a [unclear][/unclear] way to do. The office happen to [unclear][/unclear] and they a none cooprative Buck fast for self. and don't give a dam about the [unclear][/unclear] All they want to do is just eat his ass and all the time and make him have a hard way. So after the war of there in isn't a vast difference the repo will be treated the same. ,"Separate camps for negroes & whites keep imbedded in the minds of whites and negroes a superior and inferior complexes respectively. It keeps a barrier which has existed always here between the two races. I don't think that the negro officers will be promoted as he should due to the bugaboo, race prejudice. Negroes are doing more than their share to help win this war because they work under adverse conditions - Always being oppressed and always being mentioned to him about ""his place,"" that he use the back entrance. Economically negroes earnings are much lower than whites because of prejudice and this in itself keeps the negro socially and financially and educationally unstable. Negroes although they are well qualified for any position in the army they are not given the chance to show this just because of race prejudice. This race prejudice of being dissolved is being kept up because of separation of the two races in camps and in innumerable places in the U.S.",0.757735550403595
3004,"This questionnaire would be OK if the war department would make arrangements for the colored soldiers in the South to get just treat and have those civilians bought to justice that [unclear]over[/unclear] [unclear]seen[/unclear] them, and they could also stop that jim crow on city buses and [unclear]training[/unclear].",I would like to see and know that the negro's were being treated right and getting the breaks and linching would be done away with. and that their would be no more discrimination that they would get fairnest in the law. and a negro soldier should be treated as a soldier as much as any other soldier. and I think City Policemans and cops and white M.P. all ought to be told to treat colored soldiers better more like they are men and they would make better soldiers[.] I think that transportation should be corrected all over the South on Busses Trains and Plains.,0.7852177619934082
3005,IN my outfit as far as I [unclear]am[/unclear][unclear]concerned[/unclear] the [deletion] [/deletion] Soldiers are treated pretty [unclear][/unclear]. About the Bus lines they a fairly good just the idea of being in the South makes a [unclear][/unclear] boy feel bad no matter how he is treated. As for a [unclear][/unclear] [unclear][/unclear] every one feels like it is his duty to fight whether he is in the South or [unclear][/unclear],the Bus Service is very poor at this camp for colored troops to get in town. Why cant we be treated the same. we are fighting for the same cause [paragraph] Why[unclear][/unclear] other Soldier in other outfits get [unclear][/unclear] and we cant? [paragraph] I am hopeing a colord man will have a Better chance after the war than he had before the war.,0.7665905952453613
3006,[unclear][/unclear][unclear][/unclear]Well wee [we] get half enught [enough] to eat next wee are cust [cussed] at all the time next wee had to stay in a month befor [before] gainy [gaining] towown [to own] anything next wee do more running than any other Bn on this past next if the bus have [unclear][/unclear] white soliders on wee [unclear][/unclear][unclear][/unclear] and wee can't do nothing to please nobody at all they don't [unclear][/unclear] no [unclear][/unclear] in the baracks when wee are there,I think that every soldier should get a[unclear] Ecil Bragu Mape na Pipfer another.[/unclear] He White or Callard But in the South a Callared Soldier in the South Dont get it on the Busses the White Soldier set an the Callard stand and most of the time they want let the Callard Soldiers get on the Busses When they trying to get Back in Camp some of the Buss Driver will tell you that they as not taken na nigger soldier they put all white and the CallardHafen wait For a Nother Buss and maby you caint get on that one so the Called soldier just Hafter im tell He can get a Buss Most of the Soldiers Stay in Camp on that a Count because they ar afraid they caint get back in time the Buss Service is no good.,0.745609700679779
3007,I havent any more,I don't have any more to say,0.8063201308250427
3008,"I think it wasn't necessary. Because[unclear][/unclear][unclear][/unclear] to write it, they should know what the average Negro thinks. As for some of the questions seems nothing is being done about it and has been this way for quite a while.","I this questionnaire is very good so that each person have a chance to speak what he think. There is not many chances when a Negro can give his trueful [truthful] thoughts. I think the negroes is playing a good part in this war as far these chances. I do hope the day will come when the negro can live like any other person, and will be treated the same. Then you will him very understandable and for to do the right thing. Until then he doesn't a thing to relie [rely] for or fight for. So this is my honest opinion.",0.6855781674385071
3009,my only comment is [unclear]i[/unclear] [unclear]hope [/unclear] the war brings both the colored an white [unclear]man[/unclear] closer together,the white off Dont [unclear]treat[/unclear] the colored off right all so [unclear]they wasn't[/unclear] men and [unclear]treat right[/unclear] I was in white [unclear]P S Could get wart [/unclear] one stay there a [unclear][/unclear] how them made fun of me I am a soldier like them,0.7242951393127441
3010,"Why don't you people up there in Washington do something about transportation down here, we colored soldiers are tired of being picked on, laughed at and called niggers by white soldiers and civilians or there will be a small war down here. Give us a chance or in other words aren't we doing our part in winning this war, we are giving our lives too.","[insertion][/insertion]I sincerely hope every soldier in the Armed forces of the United States is putting forth every effort to win this war. Also hope after this conflict is over some of our white friends in most of the Southern States will realize the fact that the negro is human being. And is elgilble to equal rights. Such as jobs, transportation, Courts, etc. ""Also"", I think the President and his coworkers in Washington DC. [insertion][/insertion]doing their job nicely. But do believe a little better service should be given in transportation for Negro soldiers in most camps, especially the South.",0.7871346473693848
3011,"I don't it tall, I would be more better off at home.",It is much better in the north I much rather be here.,0.5597773194313049
3012,The Army should look into this Racial Problem particulon [unclear][/unclear] in the Southern Camp. They also should provide better Recreation facility for the Negros. Should have more Negro Officers,I think we should have more right in the war And have more Negro officer And more Negro outfit And have more right in the southern camp ,0.7369416952133179
3013,There is no reason in the world why a man should be forced to come way down here with all the ignorant southern fellows both white and colored and asked if they should be [unclear][/unclear] why if they were [unclear][/unclear] down here we wouldn't even have anything to go to combat with for they would kill one another.,"The negro soldier is willing to fight and will fight But The way white officers in different camps treat them and The civilian public also realy low[er]s the moral of The negro Soldier. They make him feil as though he realy doesn't have any thing to fight for. No Southern white officer should be over negro Soldiers because All Southern whites that is the majority Are actually Rotten toward Treating the negro right. If the negro was treated any way near right I could die for The country with a smile on my face But the way things are now, and seem to be geting worse instead of Better [we?] seem to have that don't care Spirit. If we knew definitely That this war would better our conditions The race as a whole would do more toward winning.",0.7667016386985779
3014,"I'm a Negro and I'm proud of my race. I'd rather be an unprejudiced Negro than a prejudiced White man. God put us all here for a reason. Millions of people are breaking God's laws everyday in reference to the Negro. The Negro has been loyal to America. We love this country we fight for it, we work for it, and we pray for it every day and still we are mistreated. The Negro is the only person that is having prejudice thrown at him everyday. Still he never gives up. He can take it and he has proven it that he can dish it when he gets in combat. You put the Japs and the Nazi's before the Negro now they are trying to kill us all. When it is over you will do the same thing. Personally I'm a good citizen ( I'm bragging as I'm proud of my race and this country) I've never been in jail or no trouble. I'll fight like hell to get back to my mother even if something that happen in this country makes my boil. I can take it and still come back fighting. I can't see where this race problem can ever be straightened because of narrow-mindedness, prejudice, and jealousy.","Colored Americans everywhere are eager to defend their country. Everywhere their loyalty to their flag is unquestionable but their spirits are low because everywhere they turn they are faced with injustices: In war they are segregated and placed in Labor Batallions even though they are not called by that name. North, South, East and West they are lorded over by White bosses, even though they are not called by that name. They are subordinates everwhere. Is this justice? Is this Christian? Is this right? Is this the only practical way?",0.8160443305969238
