,subject_id,image_name,image_name_2,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T15,T31,T32
2903,15867976,2521127-18-0059.jpg,2521127-18-0060.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,"I have ask for a discharge and have papers from the Red Cross asking it for dependence and I have not been given a fair chance on it. Have a defense job waiting for me. I think a lot more are in my shoes and should be looked into by proper authorities. I think the Army Air Corps should keep their word on passes and furloughs, Which they do not. They promise you everything when you join and give you nothing when you get in. I think the drafted men get better deal than the enlisted men do. They get 7 days at first and furloughs and passes regularly which we do not get al all.",you get in. I think the drafted men get better deal than the enlisted men do. They get 7 days at first and furloughs and passes regularly which we do not get at all.,,
2904,15867985,2521127-18-0061.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,The army as a whole is like W.P.A. was too many men and not a thing to do for them but put in a lot of hours. That is for most of the men. Here we work 12 hrs a day 7 days a week and one pass a week. Some men don't do a thing but plant flowers I think that could wait untill after the war. [paragraph] A civilian war worker should get the same treatment a service man does.,,,
2905,15867988,2521127-18-0062.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,when he is AWOL [Absent Without Official Leave] after all we are human too and the kind of treatment is not the justice we are fighting for. The servicemen don't get any justice and the civilian does with it just as he pleases. We are at war and all in uniform weather a civilian or serviceman so why shouldn't we all be treated alike?,when he is AWOL after all we are human too and the kind of treatment is not the justice we are fighting for. The service man don't get any justice and the civilian does with it just as he pleases. We are at war and all in uniform weather a civilian or service man so why shouldn't we all be treated alike.,,
2906,15867992,2521127-18-0063.jpg,2521127-18-0064.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,I know that Army Classification has a big job but I would like to cite something that I think is important and should be remedied. [paragraph] The present A.S.T.P. calls for a great many qualified men - but I know of an instant where several men were accepted by a board for A.S.T. P. but when the letters of release were asked for the men were not released because of a claim that they were vital men. I know that that these men are not vital and their jobs can be done by anyone capable of lifting (or even not capable) 50 pounds. I am sure that these men would be of far greater use to the Army and the country if they were put into this A.S.T.P. As I said before classification is a big job but that problem has recently come up and I think it is a very important one.,"of a claim that they were vital men. I know that these men are not vital and their jobs can be done by anyone capable of lifting (or even not capable) 50 pounds. I am sure that these men would be of far greater use to the Army and the country if they were put into this A.S.T.P. (Army Specialized Training Program). As I said before, classification is a big job, but that problem has recently come up and I think it is a very important one. ",None.,None.
2907,15868000,2521127-18-0065.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],"I am a master machinist. I was staken from a [unclear][/unclear] [unclear][/unclear]. when I see store clercks or other untrained personnel in job which require the skill which I have and I know they haven't got, and I a, doing a very menail job as a truck driver which I consider any moron could do, it seems to me the army classification system is haywire.",['Things are a lot worse'],"I am a master machinist. I was taken from a [unclear][/unclear] [unclear][/unclear]. when I see store clerks or other untrianed personnel in job which require the skill which I have and I know they haven't got, and I am doing a very menial job as a truck driver which I consider any moron could do, it seems to me the army classification system is Haywire,","I am a master machinist. I was taken from a vital war job. When I see store clerks or other untrained personnel in job which require the skill which I have and I know they haven't got, and I am doing a very menial job as a truck driver which I consider any moron could do, it seems to me the army classification system is haywire.",,,
2908,15868004,2521127-18-0066.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,"I think the army should let you choose what kind of work you are best fited [fitted] to do. Nine times out of ten the men do not get what they want, when it's left up to a classifier.",,,
2909,15868007,2521127-18-0067.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['Yes, I have had my fair share of both furloughs and passes']",,"['Things are a little better, but not much']",,"I think that on the whole the army is run fairly well but there is entirely too much red tape and waste. The amount of food, [deletion]fork[/deletion] fuel and other necessities of war, that are wasted each day by the armed forces here in the States is enormous. The practice of having such a large number of civilians at Army camps is another think of which I do not approve. In a certain number of jobs there are releasing men that should be ",,,
2910,15868011,2521127-18-0068.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"somewhere else. But in maintainence and repair shops, driving truck and other vehicles that are doing work that the soldier will have to do in combat. If he has to do it in combat I think he should do it in the training posts to better prepare himself. A lot of the armys faults apply to the civilian government also. I think that if the entire force of federal employees were cut in half, that the same amount of work could be done more efficiently and at about half the cost.",,,
2911,15868015,2521127-18-0069.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",9,['Things are a lot worse'],5,"I think that officers (not Pilots, Bomb., Nav.) Should learn something more about the army. What can they learn in 90 days. I live near West Point and I know what those men go through they should run this army not those 90 day wonders.",,,
2912,15868021,2521127-18-0070.jpg,2521127-18-0071.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"I have been in the army almost 11 months and I think I should have had a furlough. They tell us that we can't get one for 3 more months, yet. We are the (so called) hand picked men of the Air Corps but fellows in all other branches get furloughs after about six months in the service. We can't get out of these schools and we can't get a furlough until we do. I think soldiers should have a furlough after finishing certain schools.","Why does the army give a man a Sergeant rating [deletion][/deletion] and then send him through a place like Salt Lake City, Utah and make him take orders from [deletion][/deletion] Privates? If a man doesn't know enough about soldiering to be a Sergeant he shouldn't have the rating and if a Private knows enough about soldering to give orders to a non-commissioned officer he should have a rating.",,
2913,15868026,2521127-18-0072.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot better'],,I belong to the second Air Force + I believe we should get more furlough's. I have been to these tech. schools + earn time they promise a furlough. Till I finally get to a outfit now we can't apply till we finish O.T.U. so it looks to me as if they don't want to give us one. Some of us boys haven't been home in about a year. ,,,
2914,15868030,2521127-18-0073.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,and would like to visit our home very much,and would like to visit our home very much,,
2915,15868035,2521127-18-0074.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,"I think the army should give every man a furlough before he goes overseas. Sometimes the army takes too long to do a job, but considering everything they do a pretty good job. There is too many guys in the army that don't give a damn whether they work or not.",,,
2916,15868038,2521127-18-0075.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,"I would certainly like to have a furlough. I have been in the army almost 10 months & haven't had a 3 day pass or furlough. My buddies who are in the army and enlisted or was drafted into the army since I enlisted, they have been home on furloughs, I can't see why",,,
2917,15868043,2521127-18-0076.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,all enlisted men in the U S army can't be treated about the same as near as possible Of course I realize this is war but if other soldiers get them why cant I ? I have been going to schools from the East Coast to the West coast The army must have the opinion that we fellows dont need to go home for a short time This certainly doesn't seem like a very square deal to me and I am safe in saying several of my buddies feel the same way,"all enlisted men in the U.S. Army can't be treated about the same as near as possible. Of course I realize this is war, but if other soldiers get them, why can't I & I have been going to schools from the East coast to teh West coast. The army must have the opinion that we fellows don't need to go home for a short time. This certainly doesn't seem like a very equal deal to me, and I am safe in saying several of my buddies feel the same way.",,97.
2918,15868047,2521127-18-0077.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,I think men working on the line at this base should work only 8 hours a day instead of 12 hours a day for they have no time to relax. ,,,
2919,15868050,2521127-18-0078.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",3,I believe that if every EM is qualified for a furlough he should get 14 days plus traveling time.,,,
2920,15868056,2521127-18-0079.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,To many fellows of good ability are getting lost in this mans Army because some are transferred into different outfits after receiveing training that they like in one branch of service. ,,,
2921,15868062,2521127-18-0080.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,I would like to say only that I knew about what to expect when I gave up a college career for the army - but up to now I have never really had it as hard as I might have expected. There is only the talking and complaining done by my buddies that make me think I'm not being treated,,,
2922,15868065,2521127-18-0081.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"as I should. But all in all, I believe that under the circumstances and conditions, the army is being run fairly well and efficiently, and I can see room for only a few minor improvements. But like I've said, I want to get over there where it's hot before it cools off and then I doubt if I'll have any complaint left.","as I should. But all in all, I believe that under the circumstances and conditions, the army is being run fairly well and efficiently, and I can see room for only a few minor improvements. [paragraph] But like I've said, I want to get over there where it's hot ([underline]before[/underline]) it cools off and then I doubt if I'll have any complaint left.",,
2923,15868069,2521127-18-0082.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,"['Things are a little better, but not much']",,Furloughs in the air corp aren't given enough attention. If more attention was given then the morale would be very much higher.,,,
2924,15868072,2521127-18-0083.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],", but that's to be expected in times like these.","I guess it's an every day occurence for you to read thousands of these surveys and come across the same beef - that of furloughs! You probably get sick and tired of reading them & I can see your point. But suppose we look at the soldier's side of it. There are plenty of fellows just like me who joined the Army, not because they wanted to dodge the draft, but because they",,,
2925,15868076,2521127-18-0084.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"had the opportunity of selecting the branch of service that appealed to them. I chose the Air Corps. After 5 months of 42 degree below 0 weather at radio school, 8 weeks in a hot climate in Texas, I was in a place like Salk Lake where the discipline is absolutely unbearable, I came to a place where I thought sure I would get my furlough. However, it will be necessary for me to finish 3 months or more of training before I can even put in for one. Then if I'm lucky I'll get 7 days at home. Wonderful of them, I think. I live on the East coast, assigned to the West coast. On the whole, the Air Corps is very poorly run and I can think of many times when I could have had a furlough. I waited to start radio school 2 weeks. Gunnery - 3 weeks. Don't you think this time could be used to better advantage than putting us on K.P or squadron detail? The Army would have soldier of higher morale if they would only take a more personal interest in them. As for me - if I don't get my furlough, I'm one guy who's going over the hill for awhile!!!","had the opportunity of selecting the branch of service that appealed to them. I chose the Air Corps. After 5 months of 42* below 0 weather at radio school, 8 weeks in a hot climate in Texas, 1 week in a place like Salt Lake where the discipline is absolutely unbearable. I came to a place where I thought sure I would get my furlough However, it will be necessary for me to finish 3 months or more of training before I can ever put in for one. Then if I'm lucky I'll get 7 days at home. Wonderful of them, I think. I live on the East coast, assigned to the west coast. On the whole, the air corps is very poorly run and I can think of many times when I could have had a furlough. I waited to start radio school 2 weeks. Gunnery - 3 weeks. Don't you think this time could be used to better advantage than putting us on K.P or squadron detail? the army would have soldiers of higher morals if they would only take a more personal interest in them. As for me - if I don't get my furlough, I'm one guy who's going over the hill for awhile!!! ",N/A,N/A
2926,15868080,2521127-18-0085.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,"I don't see why a guy don't get the rating he deserves you have to be the first sargents cousin in order to be anything. There a quite a bit of [/underline]cousins[underline] in that [unclear][/unclear]. Why should we have slot machines in our day room and who gets the money? Take a look in the 6th Bomb day room, maybe you can get into the card game.",,,
2927,15868084,2521127-18-0086.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,"Feel that the Selective Service system + the Army classification system are outmoded now + have been poorly administered most of the time. In my opinion there are large sections of continental Air Forces that are being very poorly administered - Air Forces policies are poorly conceived, thinly applied, + unstable. There is a tendency, particularly in the Air Corps, towards hit-or-miss + indifferent soldiering, + [insertion]lack[/insertion] [insertion]of[/insertion] uniformity in policy + administration [unclear]so[/unclear] there",,,
2928,15868088,2521127-18-0087.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"should be a return, & closer adhesion to the old line type of infantry soldiering, stabilization of policies & objectives, & strict towing-to-the-line. Believe there should be more government-sponsored efforts toward nation-wide, civilian participation in post-war thinking, planning, & actual construction along supervised lines. Feel also that strong-arm methods need to be asserted on the economic & production fronts & the war effort really prosecuted to an extend of perhaps 150-200% more than it is now --- if it takes government control to do it, let's have it: the realization of a quickly-terminated war thru this means will easily enable the sound American public to forestall the possible evils of too much government control & power after the peace is won; it's complete prosecution of the war that is all important now.",,,
2929,15868091,2521127-18-0088.jpg,2521127-18-0089.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,"I have plenty and who doesn't? If a soldiers wife has a baby, why in the hell can't he get a leave if he is still in the U.S.A. My wife had a baby and I couldn't come to see it. The longest it would take if a soldier is far from home - - is two weeks. Many soldiers wifes [wives] have a baby and are shipped out without seeing there kit [underline] once. [/underline] Many of them are killed without seeing what they left behind. If they would have a chance of seeing there baby once -- they know what they are fighting for. What is the use of [deletion][/deletion] maybe giving up your life -- if you can't have a little [underline] freedom [/underline] to see what you leave behind. You [deletion][/deletion] asked for a remark I put one down and I hope it is worthwhile of writing it.",seeing there kit [underline]once[/underline]. Many of them are killed without seeing what they left behind. If they would have a chance of seeing there baby once -- -- they know what they are fighting for. What is the use of [deletion]giv[/deletion] maybe given up your life -- -- if you can't have a little [underline]freedom[/underline] to see what you leave behind. [paragraph] You [deletion]if[/deletion] asked for a remark. I put one down and I hope it is worth while of writing it.,,
2930,15868102,2521127-18-0090.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"['Things are a little better, but not much']",,Food could be better in certain camps.,,,
2931,15868107,2521127-18-0091.jpg,2521127-18-0092.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,"[""I don't see any difference""]",,"I guess furloughs are an old coy in the army but I cant help but put my two cents in. The word furlough seems to be taboo in the Air Corps. So far I've been in over 9 months. In those nine months I havent even had an overnight pass. I havent been within 1,000 miles of home. Fellows that I knew in civilian life and are in other outfits have all ...  gotten furloughs at the end of there first six month period. While I wouldn't want to be in any other outfit I think its very unfair that most of the fellows in the Air Corps never get a furlough. Right now I'm in O.T.U. with a vague promise of a furlough in a month or so. But theres a catch to it. I'm practiclly [practically] stationed on the West coast. My home is on the east coast. The furlough is only eight [insertion]days[/insertion] including travelling time. That would just give my time to get home & turn around and come back. I know this piece wont do me much good but maybe it will do some good for the fellows following me.","gotten furloughs at the end of their first six month period. While I wouldn't want to be in any other outfit I think its very unfair that most of the fellows in the Air Corps never get a furlough. Right now in O.T.U. with a vague promise of a furlough in a month or so. But there's a catch to it. I'm practically stationed on the West coast. My home is on the east cost. The furlough is only eight days including traveling time. That would just give me time to get home and turn around and come back. I know this piece won't do me much good but maybe it will do some good for the fellows following me,",,
2932,15868115,2521127-18-0093.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['Yes, I have had my fair share of both furloughs and passes']",Do not want furloughs.,['Things are a little worse'],,"I think we should stop all this paper work and get on the ball. And train men, not in to big a hurry. But do it harder then send them over. I have been in the Army for three year. After a man is in the Army over a year he does not ",,,
2933,15868119,2521127-18-0094.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"do as much work as he does in the first six months of Army life. After he is trained to do his job its then just a job to him the Army should be hard and stay that way. I fyou train a man hard hes ready to go over, but if he is keep in the States a year or over after he is trained and doing the thing of war. The bonds that hard Army life. He don't care to fight or he don't car if he does or not. He forgets what he fighting about. Thats why I think a man is first ready to fight with in six months. Lets stop all this paper work, train and let us get this over with. We want to fight.","do as much work and he does in the first six months of army life. After he is trained to do his job its then just a job to him. The Army should be hard and stay that way. If you train a man hard, hes ready to go over, but if he is keep in the States a year or over after he is trained and doing the time, of war. He learns that hard Army life He don't care to fight or he don't care. If he does or not. He forgets what he is fighting about. Thats why I think a man is best ready to fight within six months. Lets stop all this paper work, train and let us get this over with. We want to fight.",,
2934,15868122,2521127-18-0095.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,If the navy can give their men furloughs why cant the Army? especially the Air Corp. ?,,,
2935,15868126,2521127-18-0096.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],1 ten day furlough in 3 yrs.,"[""I don't see any difference""]",,Voluntary enlisted men of pre-draft time and Non-Coms of the first three grades with a good military background are not extended the privileges due them. Family background and politics play too big a part in the armed forces. Too many of our Commissioned Officers are not qualified for their grades or ranks and all men should be made to serve from 2 to 3 years as an enlisted man before being commissioned.,,,
2936,15868128,2521127-18-0097.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],at least some of them are making more money,"I have been in this army for over 9 months and haven't even smelled a furlough. At the present time, I am doing absolutely nothing that is important as I am waiting to go to cadet training, but my squadron will not release me from minor details so that I may apply for furlough. I am in one squadron, on detached service from my regular squadron. My original",,,
2937,15868132,2521127-18-0098.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"squadron says they will give me a furlough if the squadron I am working for will release me from duty but they will not do so. If that is a good way for the army to work, then I don't want it. They will probably wait until I am doing some very important work of training and then offer me a furlough. Civilians think they have cause for striking! ",,,
2938,15868138,2521127-18-0099.jpg,2521127-18-0100.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],I want a furlough to see my wife,['Things are a little worse'],,"The army trained me for one job and gives me another. They won't allow me to go where I can do the work I was trained for. THey don't seem to consider the soldier as a human being enough and try to see his point of view once in a while. I'm told what to dom where to go, etc. If I don't like it all I can do is ""see the chaplin and get a TS slip"" which I won't do There is too much RED TAPE that I think is unnecessary maybe I'm wrong I think this questionnaire is just a good way to blow off steam Lets see some RESULTS","`all I can do is ""see the chaplin and get a TS slip"" which I won't do. There is too much RED TAPE that I think is unnecessary. Maybe I'm wrong. I think this questionnaire is just a good way to blow off steam. Lets see some RESULTS. ",97,
2939,15868144,2521127-18-0101.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a little worse'],,Many of the fellow who came from college onto the army were told before they left college that they would have the opportunity of completing college under the Army Specialized Training Program. Quite a few of us were accepted for the ASTP in Miami Beach 5 months ago. At our last base we were told that our records of acceptance were not forwarded and that we would not be able to apply again until our,,,
2940,15868151,2521127-18-0102.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,next base. This is our next base. Here we are told that the Post Commander has forbidden the post personnel to make applications for the A.S.T.P. [Army Specialized Training Program] since too many even from this post were accepted and then sent back to the post. The army says it needs men for the A.S.T.P. I think it should be more [deletion][/deletion] consistent in its policies. If it needs men why doesn't it [deletion][/deletion] [deletion][/deletion] [deletion][/deletion] [deletion][/deletion] use those men who are qualified? Can the [unclear][/unclear] Field C.O. refuse applications for the A.S.T.P. to the personnel of the field?,,,
2941,15868157,2521127-18-0103.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,Operations would be much faster if it weren't for all the red tape attached to everything My job in the army is a mechanic and I feel that I could get more done if I didn't have to get so darn many signatures on a order to draw the part I need this men who sign for me dont know [unclear][/unclear] whether I need the part or not and I do,,,
2942,15868160,2521127-18-0104.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"They always take my word for it anyway. [paragraph] There are a lot of men drafted into the Army who shouldn't be here. Just now I saw a soldier who is deaf, wearing an ear phone. If his phone became broken what good would he be to his comrades?","they always take my word for it anyway. [paragraph] There are a lot of men drafted into the army who shouldn't be here. Just now I saw a soldier who is deaf, wearing an ear phone. If his phone became broken what good would he be to his commander?",,
2943,15868165,2521127-18-0105.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a lot worse'],,"Mighty poor eats and not enough of it 90% of the time. [paragraph] The medical department is so [underline]awfully[/underline] [underline]poor[/underline] most men sweat out sickness and fever till they ""give out"".",,,
2944,15868169,2521127-18-0106.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",I think a soldier should be given furloughs and passes that he is entitled to.,"[""I don't see any difference""]",,I think a soldier should be given furlough and passes that he is entitled to.,,,
2945,15868174,2521127-18-0107.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,In my opinion this war is fought for money. If everyone were salaried the same we would all work a lot harder to get it over with. A certain race controls the finances and many businesses in this country and they do the least fighting. Many camps have them as permanent party while others do the fighting. Salt Lake City Utah is a fine example. Investigate it and find out who are in the majority in the permant party. In fact most camps,,,
2946,15868178,2521127-18-0108.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,are the same. We're not fighting to save their race we're fighting for democracy so as a true democracy we should all be in there fighting together. Also get some sound men in Washington. Instead of destroying sugar cane in La [Louisiana] then rationing sugar have it as we can get what we have. Instead of paying the farmer [underline]not[/underline] to raise feed or cattle let him go so we can feed the world which is going to be our job. Take the politicians out of Washington and put some men in there with brains.,,,
2947,15868182,2521127-18-0109.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],8,"[""Don't know""]",6,I think a soldier should get a furlough every 6 mos [months] but most never do. I also think to much time is wasted.[paragraph]Why is it that they put you into some work that you don't like & don't understand when you know something on another line very good & would like better?,,,
2948,15868184,2521127-18-0110.jpg,2521127-18-0111.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",N/A,"[""Don't know""]",N/A,These Tech. School sare not run so good. They train you for one thing & usually put you on something else. They should give a man at least one furlough before going overseas especially after being in the Army over a year. There have been times in my Army life that I could have gone home and not been missed. Just lay around & wait to start to school yet no furloughs. yet they knew all the time that I woulnt start to school in two weeks. Dosent make sense to me.,Yet they knew all the time that I wouldn't start to school in two weeks. Doesn't make sense to me.,,
2949,15868193,2521127-18-0112.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,['I have had my fair share of passes but not furloughs'],,['Things are a lot better'],,"I believe this to be more than just a war against the axis. They are only the things we are fighting, objectified. What we really fighting are the things they stand for. Tyranny, hate, destruction, cold-bloodedness, heartlessness, and the like. When this war is over our fight will have just begun. I only hope to God that it will",,,
2950,15868199,2521127-18-0113.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"have awakened people to the real fight. If it does it will not have been in vain, but gloriously worth while, and we can thank the enemy for showing us just what we must all fight. [paragraph] Ours is a battle first within ourselves, and then with all the things that the axis have so obligingly come to stand for. [paragraph] Until we have won that battle we will never, never have peace. ","have awakened people to the real fight. If it does it will not have been in vain, but gloriously worth while, and we can thank the enemy for showing us just what we must all fight. [paragraph] Ours is a battle first within ourselves, and then with all the things that the axis have so obligingly come to stand for. [paragraph] Until we have won that battle we will never never have peace.",,
2951,15868203,2521127-18-0114.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""Don't know""]",,"(Yes) I've been in this so called mans army about nine months. I've never seen more than an eight hour pass and that comes only once in a while. A three day pass is out of the question. If you try asking for a furlough they think your crazy. [paragraph] I have many a friends in the armed forces, and every last one of them have been home",,,
2952,15868208,2521127-18-0115.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,"sometimes or other why can't the army give everyone an equal break, they can do it. I know they can. We laid around one time for a month, and a half in that time I could been home twice do you think they let you have a furlough (no) theyed let you stay some where down south, and sweat it out doing absolutely nothing. but eat, sleep and _. I guess I should have been born a jew or with a name like Cohen.","sometimes or other. Why can't the army give everyone an equal break, they can do it I know they can. [paragraph] I've laid around one time for a month, and a half in that time I could have been home twice, do you think they'd let you have a furlough (no) theyed let you stay somewhere down south and sweat it out doing absolutely nothing but eat, sleep and -----. I guess I should have been born a jew or with a name like Cohen.",,
2953,15868212,2521127-18-0116.jpg,2521127-18-0117.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,"[""I don't see any difference""]",,"I have one personal gripe. I volunteered for active duty. When I first came into the army they sent me 3500 miles from home to a camp that the previous month was a Jap internment camp at Fresno California others what a lived in hotels down Alantic [Atlantic] City and Mimia [Miami] Beach Florida. Its unfair to the men being sent to different places like that. They should all be equal. I believe that a soldier should be sent to school and trained as close to his home as possible so he can be able to be home on weekends. when he goes home he wont have so much grip another thing as a member of a flying crew I believe all flying men should be made officers we go up and risk our life as well as any other member of the crew for a bomber no one is any more independent on a flying mission we all need one another, why cant we be all graded & ranked equal when we are off the plane? In my statement that the Japs are very good fighters I mean they are well trained buy they are the dirtest rotteness race of fighter I've ever heard and studyed. I believe that when the war is over we should have no train if not by voluntary enlisted, by force. U.S. can be the strong man of the world. We should see that every thing is keep in order. ","when he goes over he won't have so much guff. Another thing is a member of a flying crew. I believe all flying men should be made officers. We go up and risk our lives as well as any other member of the crew. In a bomber no one is any more independent for a flying mission we all need one another, why can't we be all graded & ranked equals when we are off the plane? [paragraph] In my statement that the Japs are very good fighters because they are well trained but they are the distinct otherwise rare of fighters I've ever heard and studied. [paragraph] I believe that when the war is over we should have retain if not by voluntary enlistment by force, U.S. can be the strongman of the world. We should see that everything is kept in order.",,
2954,15868218,2521127-18-0118.jpg,,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['No, I have not had my fair share of either furloughs or passes']",,['Things are a little worse'],,Only this why is it that in the Army Air Corp they tell you you'll be getting a furlough. They tell you this at every camp & it's always the same [unclear][/unclear] And [deletion][/deletion] another thing a guy makes a mistake in some way which is not his fault & which truly is a mistake,,,
2955,15868223,2521127-18-0119.jpg,,A document that contains one question (Q.97),,,,,,,,,,,,They still give Jim the ole kick in the pants rotine [routine]. [paragraph] [deletion][/deletion],They still give them the ole kick in the pants rotine. [routine] [paragraph [deletion][/deletion],,
2956,15868227,2521127-18-0120.jpg,2521127-18-0121.jpg,"A document that contains three questions (Q.95, Q.96 and Q.97)",,,,,,,,"['Yes, I have had my fair share of both furloughs and passes']",,['Things are a little worse'],,"Unnecessary waste of manpower, misplacement of men. Men are put into positions for which the are totally unsuited. I have seen it time and time again where for example they try to make an aerial gunner out of a man who has been a clerk all his life, who is not robust and not the slightest bit interested in gunnery. I've seen cases of where the Army would go to the expense of sending a man through school to make an air mechanic out of him  and when he is finished school, sent to a sqdn [squadron], he is made a radio man, or armor, or truck driver. All that education is wasted, all that time spent in learning is wasted, and he must proceed to start learning all over again. Schooling is wonderful, but unless what one has learned in theory is used continually in everyday practice, it is soon forgotten. One man well versed in what he is supposed to be doing is worth two poorly trained!!","and when he is finished school; sent to a sqdn, he is made a radio man, an armor, or truck driver. All that educations is wasted, all that time spent in learning is wasted, and he must proceed to start learning all over again. Schooling is wonderful, but unless what one has learned in theory is used continually in everyday practice it is soon forgotten. One man well versed in what he is supposed to be doing is worth ten poorly trained!!!",,
