,index,transcriber_tag,expert_tag_1,score_1,expert_tag_2,score_2,expert_tag_3,score_3
1932,1932,lifeafterdischarge,service personnel,0.7577889561653137,officer training,0.7402119636535645,hospitalization,0.7345094680786133
2384,2384,noroom,limited assignments,0.7576273083686829,mess hall,0.7465161681175232,sex,0.7384869456291199
3119,3119,same,name,0.7576227188110352,yank,0.7397403717041016,brief,0.7247557640075684
1197,1197,fairtreatment,benefits,0.7575922012329102,job satisfaction,0.7574506402015686,preparedness,0.7542726993560791
2414,2414,notlikehome,homefront,0.7575689554214478,soldier deposits,0.7060210108757019,job preference,0.6943461894989014
917,917,detailspostedearlier,information,0.7575644254684448,ward information,0.7478883266448975,current events,0.7091383337974548
3529,3529,theunfortunatelifeofasolider,pacific toughness,0.757469117641449,soldier deposits,0.7404474020004272,job preference,0.7283869385719299
1316,1316,food_poisoning,censorship,0.7574277520179749,chemical warfare,0.7491541504859924,hospitalization,0.7419136166572571
60,60,activites,noncoms,0.7574109435081482,malary,0.7441800832748413,separation centers,0.7367136478424072
3645,3645,underutilized,combat stress,0.7573793530464172,returnees,0.7528548836708069,program preferences,0.7483504414558411
28,28,4thtankgroup,forward areas,0.7572923898696899,infantry,0.7489123344421387,overseas combat,0.6772786974906921
590,590,changeinthearmy,length of war,0.7572084665298462,prosecution of the war,0.7440178394317627,attitude towards germany,0.7205171585083008
566,566,caregiver,patient care,0.7571630477905273,preparedness,0.6924495100975037,transfer account plan,0.6521642208099365
1235,1235,fatigues,combat stress,0.7570713758468628,war bonds,0.7320727705955505,retraining,0.7224821448326111
1569,1569,hayfever,combat stress,0.7570434212684631,war bonds,0.7513639330863953,war week,0.7227015495300293
2903,2903,rackets,equipment,0.7570237517356873,goldbricking,0.752936065196991,radio listening habits,0.751232922077179
346,346,baseball,education,0.7570083737373352,housing,0.7246057987213135,recreation,0.7118551731109619
2589,2589,past_time,fighting facts,0.7570081949234009,postwar opportunities,0.7561381459236145,soldier deposits,0.7389129996299744
2538,2538,outofduty,time off,0.7569525837898254,service personnel,0.6947762370109558,soldier deposits,0.6854665875434875
2333,2333,nocomplaints,limited assignments,0.7569504976272583,radio listening habits,0.7560380101203918,pacific toughness,0.7418556809425354
2281,2281,newcareer,civilian skills,0.7569274306297302,political views,0.7488431930541992,job turnover,0.7430406212806702
635,635,civiliancareer,service personnel,0.7568222880363464,careers,0.6907321810722351,conscription,0.6770231127738953
3544,3544,together,aggression,0.7567538619041443,soldier deposits,0.7420071363449097,training,0.737452507019043
1076,1076,elections,censorship,0.7566527724266052,redistribution stations,0.7557348608970642,information,0.7487350106239319
1785,1785,isolationist,war bonds,0.7564296722412109,segregation,0.7485470175743103,postwar expectations,0.7450683116912842
2900,2900,racismsucks,pacific toughness,0.7563814520835876,goldbricking,0.7415176630020142,noncoms,0.7414809465408325
536,536,callforchange,fighting facts,0.7562824487686157,returnees,0.7476524114608765,live talen,0.73044353723526
2091,2091,mefirst,fighting facts,0.7562533020973206,food,0.7290000915527344,job turnover,0.7284746170043945
3461,3461,surveyissue,newsmaps,0.7561516761779785,noncoms,0.739842414855957,war news,0.72865229845047
575,575,cbi,cbi roundup,0.7561267614364624,wac,0.7180099487304688,hospital facilities,0.6681715250015259
3852,3852,weekends,limited assignments,0.7560444474220276,leisure time,0.7360290884971619,magazines,0.731930673122406
586,586,changebackhome,time off,0.7560122609138489,job preference,0.7149564027786255,returnees,0.7102748155593872
2394,2394,not_worried,soldier deposits,0.7559236288070679,combat stress,0.7363272309303284,homefront,0.7335068583488464
2873,2873,questionnaires,job evaluation,0.7558938264846802,retraining,0.7122371196746826,program preferences,0.6972832083702087
3899,3899,wofd,pxs,0.755840003490448,noncoms,0.7235811352729797,wac,0.7133074402809143
3589,3589,transportationcorps,service personnel,0.7555951476097107,artillery,0.7301516532897949,infantry,0.7293289303779602
3096,3096,run,yank,0.7555273771286011,name,0.7083680033683777,rest,0.7034645080566406
1034,1034,drivers,men,0.7553874254226685,women,0.7370604276657104,rest,0.6456159949302673
670,670,climate,orientation,0.755380392074585,recreation,0.7420777082443237,rotation,0.7333652973175049
1588,1588,hewilldogreatastheeconomywasbooming,pacific toughness,0.7553126811981201,morale program,0.7193236351013184,goldbricking,0.7157610058784485
2694,2694,poorkid,soldier deposits,0.755206286907196,fighting facts,0.717695415019989,food,0.704382061958313
287,287,astp,ups,0.7550910115242004,pxs,0.7428476810455322,rules,0.7256808280944824
2328,2328,nochange,limited assignments,0.7550882697105408,time off,0.734114408493042,savings,0.727257251739502
1994,1994,losttime,length of war,0.7549166083335876,time off,0.7480369210243225,program preferences,0.7245580554008484
2370,2370,noplan,limited assignments,0.7548502087593079,soldier deposits,0.7412795424461365,homefront,0.728956937789917
2351,2351,nologic,fighting facts,0.7547582983970642,efficiency,0.7392914891242981,segregation,0.7278383374214172
1129,1129,equal,blacks,0.7547136545181274,efficiency,0.7447313070297241,morale,0.7391332983970642
2344,2344,nohiking,combat stress,0.7545756697654724,limited assignments,0.7469791769981384,segregation,0.7450749278068542
853,853,date,name,0.754531979560852,mission,0.7257415652275085,shows,0.714250385761261
1106,1106,enjoylife,leisure time,0.7544511556625366,job satisfaction,0.7138397693634033,preparedness,0.7032918930053711
1345,1345,formeroccupation,base units,0.7544383406639099,conscription,0.7274256944656372,political views,0.7182586193084717
3653,3653,unequal,minorities,0.7543674111366272,ncos,0.7281069159507751,limited assignments,0.708350419998169
1080,1080,eloquent,vindictiveness,0.7540050148963928,pacific toughness,0.7008911967277527,preparedness,0.6990723013877869
1711,1711,inefficeincy,enemy vindictiveness,0.7537472248077393,vindictiveness,0.706777036190033,goldbricking,0.6854354739189148
1989,1989,longtimevolunteer,civilian skills,0.7537080645561218,limited assignments,0.7288826704025269,soldier deposits,0.7233419418334961
2286,2286,newgear,equipment,0.7536805868148804,weapons,0.7344180345535278,retraining,0.725714385509491
3787,3787,wantout,returnees,0.7535364031791687,yank,0.7383277416229248,ups,0.7074301242828369
194,194,aptitude,job preference,0.7534452080726624,preparedness,0.7387745976448059,officer training,0.7273716926574707
3205,3205,setback,pacific toughness,0.7534435987472534,job satisfaction,0.7320573329925537,length of war,0.7272272109985352
1365,1365,fratricide,separation centers,0.753243088722229,pacific toughness,0.7398145198822021,sex contact,0.7324146628379822
822,822,court-martials,military police,0.7532351016998291,furloughs,0.7272340059280396,officer training,0.7175585627555847
2658,2658,planschange,time off,0.7531721591949463,limited assignments,0.7402665615081787,radio listening habits,0.7334694862365723
515,515,bureacracy,censorship,0.75295490026474,prosecution of the war,0.7457382082939148,war bonds,0.741925060749054
1127,1127,entrepreneur,magazines,0.752924919128418,veterans,0.7486231327056885,housing,0.721233606338501
3788,3788,wantsout,fighting facts,0.752784252166748,soldier deposits,0.7363566756248474,job turnover,0.7203529477119446
1885,1885,lead,rest,0.7527545094490051,rules,0.7350599765777588,orientation,0.7231373190879822
3925,3925,worldpeace,morale,0.7526078820228577,pacific toughness,0.7500259876251221,preparedness,0.7492882013320923
3952,3952,xmas,ncos,0.7525915503501892,ups,0.7463708519935608,rules,0.7419787645339966
3732,3732,usmilitary,service personnel,0.7525094747543335,overseas combat,0.7440832853317261,military police,0.7316774725914001
2259,2259,needmoredays,limited assignments,0.7524859309196472,time off,0.7332533001899719,pacific toughness,0.7152697443962097
23,23,30yrsplus,1 in 10 rations,0.7524681687355042,gi bill,0.7285698056221008,k rations,0.7229022979736328
3007,3007,religionoverrace,job preference,0.7524631023406982,minorities,0.7381478548049927,pride in outfit,0.7340976595878601
1934,1934,lifeafterthewar,prosecution of the war,0.7524599432945251,postwar expectations,0.7021424770355225,postwar opportunities,0.6925643682479858
2,2,15days,1 in 10 rations,0.7522227764129639,limited assignments,0.7279457449913025,rations,0.6885442733764648
1523,1523,grunts,combat stress,0.752068281173706,limited assignments,0.7484405040740967,soldier deposits,0.7406190037727356
3663,3663,unfairness,censorship,0.7519804239273071,job preference,0.7490960359573364,job satisfaction,0.7441374659538269
3843,3843,weareallhuman,us in the world,0.7519135475158691,pacific toughness,0.713597297668457,soldier deposits,0.7012087106704712
323,323,bad,sex,0.7518343925476074,rules,0.7249767780303955,ups,0.7198846936225891
3782,3782,waiting,sex,0.7517322897911072,training,0.7479608654975891,preparedness,0.7214116454124451
91,91,age36,age,0.7515361905097961,doctors,0.6761906743049622,job preference,0.6715989708900452
1974,1974,loan,draft,0.7515160441398621,housing,0.7299339175224304,name,0.7277020215988159
1584,1584,helpthecountry,working with civilians,0.7513517737388611,morale program,0.7248218059539795,opinion of tomorrow,0.7164098620414734
721,721,cominghome,homefront,0.7512325048446655,returnees,0.7200176119804382,soldier deposits,0.6891886591911316
1340,1340,forever,food,0.7509527802467346,name,0.7373444437980652,savings,0.7301772832870483
846,846,cystproblems,program preferences,0.7507579922676086,separation centers,0.7420450448989868,transfer account plan,0.7219105958938599
2116,2116,militarism,war bonds,0.7507330179214478,overseas combat,0.7178298234939575,preparedness,0.716505229473114
1216,1216,farfromhome,homefront,0.7506815195083618,time off,0.6948484778404236,job preference,0.6674191355705261
317,317,babyboomers,pacific toughness,0.7506775856018066,gi bill,0.7318809628486633,war news,0.7304656505584717
2311,2311,newzealand,alaska,0.7506550550460815,japan,0.740153968334198,sw pacific,0.6704659461975098
1067,1067,educator,veterans,0.7506076097488403,officers,0.7290655970573425,recreation,0.7183088064193726
2813,2813,profanity,vindictiveness,0.7506025433540344,media influence,0.7124738693237305,sex contact,0.6960728764533997
384,384,better,aggression,0.7505966424942017,food,0.7402340769767761,yank,0.7369341254234314
690,690,colonialism,postwar expectations,0.750507116317749,postwar opportunities,0.7495015263557434,war bonds,0.749299943447113
1840,1840,justicesystem,military police,0.7504916787147522,conscription,0.7155413627624512,living conditions,0.7142577171325684
655,655,civilrights,minorities,0.7504422664642334,war bonds,0.7488285303115845,segregation,0.7369354367256165
681,681,cobbler,goldbricking,0.7504030466079712,soldier deposits,0.7116313576698303,war bonds,0.7040655016899109
2283,2283,newdeal,job turnover,0.7503437995910645,transfer account plan,0.7439068555831909,job preference,0.7289365530014038
89,89,afterwar,japanese surrender,0.7501334547996521,length of war,0.744167149066925,prosecution of the war,0.7321915626525879
3855,3855,weightgain,physical fitness,0.7499924898147583,job evaluation,0.7059588432312012,radio listening habits,0.6972140073776245
692,692,coloredandwhite,blacks,0.7499745488166809,name,0.7387776970863342,racial,0.7324715852737427
390,390,betterdiscipline,discipline,0.7499604821205139,job satisfaction,0.7237370610237122,job preference,0.7178784012794495
2343,2343,nohell,sex,0.7497438788414001,yank,0.7233301401138306,rules,0.681657075881958
3824,3824,washedout,goldbricking,0.7497161030769348,separation centers,0.7453590631484985,gi bill,0.7379897832870483
2401,2401,notdumb,homefront,0.7495933175086975,soldier deposits,0.7448790669441223,yank,0.7217407822608948
1285,1285,firefighter,military police,0.7495534420013428,patient care,0.7328611016273499,rec centers,0.7115761041641235
2700,2700,poorphotography,censorship,0.7494111061096191,pacific toughness,0.7405966520309448,german clothing,0.7312483191490173
3830,3830,wastedtime,limited assignments,0.7493520975112915,time off,0.7267798781394958,postwar opportunities,0.6943989396095276
306,306,australian,alaska,0.749305248260498,japan,0.7429993748664856,japanese,0.7282493710517883
109,109,aircraftmechanic,officer training,0.7491455078125,service personnel,0.7313597798347473,military police,0.6973867416381836
1479,1479,goodshape,pride in outfit,0.749053955078125,limited assignments,0.7272706627845764,job satisfaction,0.7221933007240295
526,526,busservice,hospital facilities,0.7490097284317017,medical care,0.7442905306816101,military police,0.7143978476524353
382,382,besttime,point system,0.7489755153656006,time off,0.6448737382888794,name,0.6413716673851013
3152,3152,seasickness,combat stress,0.7487577199935913,pacific toughness,0.7365984320640564,limited assignments,0.7107442617416382
1597,1597,highschool,mess hall,0.7487110495567322,rec centers,0.7387229204177856,recreation,0.7286641597747803
2369,2369,noplacelikehome,homefront,0.7487064599990845,job preference,0.7129045724868774,limited assignments,0.7057859301567078
240,240,armyofoccupation,japanese surrender,0.7486044764518738,prosecution of the war,0.7137262225151062,opinion of allies,0.6753657460212708
3919,3919,workinthearmy,army living,0.7485998272895813,officer training,0.7435875535011292,working with civilians,0.7433647513389587
2106,2106,messedup,homefront,0.7485467791557312,soldier deposits,0.7197292447090149,sex,0.7120082378387451
2569,2569,pansy,soldier deposits,0.7483693957328796,sex,0.7243139147758484,pacific toughness,0.7159186601638794
3601,3601,treatedwell,confidence in troops,0.7483357191085815,morale,0.7450377345085144,preparedness,0.7409733533859253
2216,2216,moveout,surrender,0.7483116388320923,time off,0.7288026213645935,yank,0.7070137858390808
3913,3913,workharder,fighting facts,0.7482940554618835,job turnover,0.7464090585708618,working with civilians,0.7212348580360413
2875,2875,questionsfortranscribers,program preferences,0.7482796311378479,radio listening habits,0.7356423735618591,transfer account plan,0.7072858214378357
2804,2804,privileges-for-officers,civilian skills,0.7482596635818481,program preferences,0.7437105178833008,working with civilians,0.7339034080505371
2046,2046,marinecorps,service personnel,0.7482566237449646,overseas combat,0.7064385414123535,veterans,0.6883237361907959
1845,1845,keepthepoliticsindc,confidence in troops,0.7482272982597351,pacific toughness,0.7350355386734009,morale program,0.7171163558959961
1466,1466,good,sex,0.7482055425643921,efficiency,0.708962619304657,homefront,0.7051444053649902
2249,2249,nazism,strategic bombing,0.7481523156166077,postwar opportunities,0.7293433547019958,war bonds,0.7246714234352112
2941,2941,readingmail,radio listening habits,0.7480684518814087,working with civilians,0.7445164918899536,leisure time,0.7171977758407593
2586,2586,passedover,soldier deposits,0.7480334043502808,limited assignments,0.70633465051651,job turnover,0.7053505778312683
2532,2532,outbuild,noncoms,0.7479667067527771,returnees,0.7229536175727844,name,0.6912837028503418
976,976,disrespect,vindictiveness,0.7478827834129333,sex contact,0.5682230591773987,pride in outfit,0.5480418801307678
2812,2812,profane,enemy vindictiveness,0.7478715181350708,goldbricking,0.7276404500007629,limited assignments,0.7249419093132019
3238,3238,sickofwar,fighting facts,0.7478505373001099,length of war,0.7459160685539246,soldier deposits,0.7195715308189392
147,147,americanarmy,army living,0.7477532029151917,japanese surrender,0.7430146336555481,enemy atrocities,0.7249847054481506
2963,2963,record,discipline,0.7477515935897827,men,0.723622739315033,shows,0.7019081115722656
865,865,decidingdefiantly,fighting facts,0.7476983666419983,job preference,0.7032585144042969,pride in outfit,0.701181948184967
2383,2383,normandy,overseas combat,0.7475332617759705,postwar expectations,0.7196713089942932,war industries,0.7166149020195007
2371,2371,noplans,limited assignments,0.7475306391716003,soldier deposits,0.7322959303855896,yank,0.7260339856147766
848,848,dance,discipline,0.7473869919776917,doctors,0.7279154062271118,food,0.725936233997345
1261,1261,fightforwhatyoubelievein,confidence in troops,0.7471806406974792,fighting facts,0.7396077513694763,pacific toughness,0.7113639116287231
2476,2476,oilindustry,equipment,0.7471197247505188,military police,0.7433618903160095,hospital facilities,0.7195042371749878
1353,1353,fortknox,barracks,0.747050404548645,base units,0.7208391427993774,headquarters,0.7137795686721802
605,605,chemistry,education,0.747019350528717,courses,0.7210817337036133,morale,0.7163069248199463
3064,3064,returntonormalcy,preparedness,0.7470170259475708,job satisfaction,0.7343752384185791,pacific toughness,0.7296182513237
1089,1089,end,rest,0.7469852566719055,returnees,0.675521731376648,rules,0.6588416695594788
1708,1708,industrialization,demobilization,0.746964693069458,war industries,0.711260199546814,retraining,0.7076039910316467
3210,3210,settling_down,fighting facts,0.7469357252120972,goldbricking,0.7374067306518555,job turnover,0.731541633605957
415,415,biggovernmentisbad,opinion of tomorrow,0.7469220161437988,pacific toughness,0.7449907064437866,morale program,0.7095089554786682
949,949,dischargeme,surrender,0.7466638684272766,soldier deposits,0.7170745134353638,yank,0.6943491697311401
964,964,disgruntled,enemy vindictiveness,0.7466559410095215,vindictiveness,0.716236412525177,furloughs,0.6887216567993164
2795,2795,privateairlines,magazines,0.7466364502906799,civilian skills,0.7194240093231201,combat flying,0.7166898250579834
785,785,congress,doctors,0.746601402759552,headquarters,0.7437416911125183,bbc,0.7225309014320374
1245,1245,feelin22,fighting facts,0.7465147972106934,returnees,0.7340320348739624,pacific toughness,0.7327821254730225
1026,1026,dresscode,pride in outfit,0.7464786171913147,living conditions,0.7122545838356018,preparedness,0.7073665261268616
3371,3371,state,alaska,0.7463690042495728,discipline,0.7262222170829773,headquarters,0.7226535677909851
94,94,ageism,retraining,0.74625164270401,war bonds,0.7400087714195251,postwar opportunities,0.7254812717437744
0,0,11airborn,infantry,0.7462166547775269,overseas combat,0.6805437803268433,service personnel,0.6555717587471008
3204,3204,servingthecountry,working with civilians,0.7461217045783997,morale program,0.7094724774360657,pacific toughness,0.7040748000144958
2859,2859,qualify,promotion,0.7460905909538269,women,0.6742880344390869,point system,0.6279247403144836
3614,3614,tropical-sickness,war bonds,0.7460896372795105,pacific toughness,0.7213770747184753,v-e day,0.7195075750350952
1864,1864,laidbacklifestyle,combat stress,0.7459573745727539,pride in outfit,0.7423660755157471,preparedness,0.73503577709198
3944,3944,wrongplacement,name,0.7459283471107483,returnees,0.7434632778167725,rules,0.7203941345214844
188,188,appearance,enemies,0.7457467317581177,name,0.7367645502090454,promotion,0.7345752120018005
3780,3780,wagegap,job preference,0.7457271814346313,living conditions,0.7450414299964905,transfer account plan,0.7099373936653137
1477,1477,goodpoints,point system,0.7457104325294495,limited assignments,0.6987634897232056,us-clubs,0.682964026927948
2488,2488,onceasoldieralwaysasoldier,soldier deposits,0.7456442713737488,fighting facts,0.6992000341415405,pows,0.6987950801849365
3166,3166,selectiveservice,service personnel,0.745640218257904,conscription,0.6420774459838867,ground personnel,0.6258252859115601
677,677,clueless,soldier deposits,0.7456346154212952,preparedness,0.7255392074584961,job turnover,0.7199241518974304
146,146,american,japanese,0.7456191778182983,german clothing,0.7172185182571411,japan,0.715607225894928
2275,2275,neurosis,venereal disease,0.7456077933311462,patient care,0.6935125589370728,retraining,0.6840338706970215
3368,3368,startsearching,job turnover,0.7455651164054871,returnees,0.7361899018287659,yank,0.7279999256134033
3065,3065,returntous,returnees,0.7455510497093201,us in the world,0.7315113544464111,opinion of tomorrow,0.6824330687522888
852,852,darkcopy,army films,0.7451332211494446,censorship,0.7362221479415894,german clothing,0.7336874008178711
111,111,airfield,barracks,0.7451016902923584,ground personnel,0.7006903290748596,strategic bombing,0.6870107054710388
1738,1738,insanecrazyfool,soldier deposits,0.7450844049453735,goldbricking,0.7139113545417786,job turnover,0.7123104929924011
3835,3835,wastetime,limited assignments,0.7450600266456604,time off,0.7162268161773682,job turnover,0.7045764327049255
2428,2428,notthebestlife,fighting facts,0.7450514435768127,job preference,0.728117048740387,pacific toughness,0.718507707118988
3139,3139,sayinggoodbye,fighting facts,0.7450327277183533,radio listening habits,0.6977096199989319,working with civilians,0.6970630884170532
2395,2395,notanswering,soldier deposits,0.7448451519012451,homefront,0.7333078980445862,yank,0.722260057926178
2815,2815,professional,doctors,0.7447975873947144,veterans,0.7017890810966492,officers,0.6910325884819031
969,969,disorganized,combat stress,0.7447666525840759,retraining,0.727493166923523,limited assignments,0.710902750492096
2449,2449,offduty,service personnel,0.7446666359901428,time off,0.7375650405883789,veterans,0.6763995289802551
1152,1152,evaders,war bonds,0.7445843815803528,working with civilians,0.735061764717102,soldier deposits,0.7233636379241943
455,455,bootlicker,goldbricking,0.7443885207176208,pacific toughness,0.7324668765068054,soldier deposits,0.7102686166763306
1136,1136,equalrights,benefits,0.7443723678588867,censorship,0.7262359261512756,morale,0.7241615653038025
1419,1419,german-prisoners-of-war,japanese surrender,0.7443667650222778,pows,0.7201862931251526,treatment of pows,0.6885062456130981
48,48,ablebodied,civilian skills,0.7442960143089294,ncos,0.7271535992622375,officer training,0.7207204103469849
2055,2055,marriedsoldier,army living,0.7442354559898376,soldier deposits,0.7233183979988098,conscription,0.7140463590621948
3047,3047,results,shows,0.7441306710243225,promotion,0.7286608815193176,women,0.7093375325202942
2215,2215,moveon,returnees,0.7440498471260071,yank,0.7187009453773499,soldier deposits,0.7122852206230164
1009,1009,dosomething,fighting facts,0.7439758777618408,job turnover,0.7273110151290894,soldier deposits,0.7201047539710999
1386,1386,fulough,yank,0.7439337968826294,noncoms,0.7416996955871582,returnees,0.7270060777664185
2465,2465,officersreadingmail,working with civilians,0.7439123392105103,radio listening habits,0.7368860840797424,patient care,0.7116024494171143
2050,2050,marriage,children,0.7439032793045044,marital status,0.7422214150428772,discharge,0.718887209892273
1695,1695,indepedence,redeployment,0.7438967823982239,noncoms,0.7185117602348328,marital status,0.7075711488723755
320,320,backtoschool,time off,0.7438321113586426,homefront,0.6745796203613281,mess hall,0.6724026203155518
955,955,discouraging,enemy vindictiveness,0.743743360042572,preparedness,0.7419595122337341,fighting facts,0.721968412399292
2890,2890,racial-discrimination,minorities,0.7436489462852478,segregation,0.7251187562942505,sex contact,0.7097558379173279
294,294,atlanticcity,honolulu,0.7436095476150513,pacific toughness,0.6744149923324585,wac,0.6687695384025574
1081,1081,embalming,goldbricking,0.7434372305870056,preparedness,0.6993667483329773,job evaluation,0.6853939890861511
1693,1693,indecision,enemy vindictiveness,0.7434192895889282,vindictiveness,0.7240877151489258,preparedness,0.7048436999320984
2654,2654,plannedout,soldier deposits,0.7434189319610596,time off,0.7428336143493652,preparedness,0.7336499094963074
3706,3706,unqualifiedofficers,officers,0.7431710362434387,service personnel,0.7388709187507629,veterans,0.7111969590187073
3444,3444,superpowers,combat stress,0.7431167364120483,war bonds,0.7277082800865173,ncos,0.7241261005401611
2104,2104,meritocracy,goldbricking,0.7431136965751648,job evaluation,0.730919361114502,ncos,0.7308009266853333
2983,2983,region,alaska,0.7430217862129211,headquarters,0.7418801784515381,mission,0.7231380343437195
5,5,17months,limited assignments,0.7429478764533997,brief,0.7193089127540588,civilian skills,0.7033956050872803
2363,2363,nonpilot,ground personnel,0.7428125739097595,civilian skills,0.6807559728622437,service personnel,0.6716017127037048
3612,3612,tropical-diseases,war bonds,0.7427350282669067,war industries,0.7343069314956665,war news,0.7230247855186462
1615,1615,homesick,homefront,0.742699921131134,job preference,0.7260675430297852,retraining,0.7138496041297913
3363,3363,standinghispost,fighting facts,0.7426894903182983,pride in outfit,0.7372542023658752,soldier deposits,0.7139663696289062
2942,2942,readjust,adjustment,0.7424755692481995,goldbricking,0.733970582485199,returnees,0.732744574546814
1356,1356,fouledup,pacific toughness,0.7423534393310547,limited assignments,0.7265085577964783,opinion of tomorrow,0.7077369093894958
2146,2146,misallocation,combat stress,0.7423477172851562,goldbricking,0.7339121103286743,hospitalization,0.7210873365402222
944,944,discardtosoldier,base units,0.7417606711387634,opinion of allies,0.7368042469024658,pows,0.73460453748703
2397,2397,notax,censorship,0.74162358045578,business ownership,0.7304827570915222,job preference,0.7273748517036438
84,84,africanamericansoldiers,german clothing,0.7414934635162354,veterans,0.729717493057251,pows,0.7252863049507141
3208,3208,settleddown,time off,0.7414835095405579,soldier deposits,0.7300931215286255,savings,0.714596152305603
2435,2435,nowords,fighting facts,0.7414337396621704,limited assignments,0.7387048602104187,sex,0.721046507358551
1998,1998,lovedones,limited assignments,0.7412787675857544,children,0.7345628142356873,name,0.7264334559440613
2230,2230,musictheory,job evaluation,0.7412770390510559,evaluation,0.7159693837165833,officer training,0.7110956907272339
3713,3713,untrained,retraining,0.741249680519104,soldier deposits,0.6936333775520325,ncos,0.6799198389053345
2025,2025,makemeanofficer,soldier deposits,0.741224467754364,job turnover,0.7230619788169861,working with civilians,0.715140163898468
25,25,3months,1 in 10 rations,0.7412025332450867,limited assignments,0.7352548837661743,rations,0.709139347076416
717,717,combatveteran,service personnel,0.7411869168281555,veterans,0.7300311923027039,combat stress,0.6424040198326111
352,352,basketball,education,0.7411524057388306,women,0.7254235744476318,officers,0.7072030305862427
2497,2497,oneyear,limited assignments,0.7411001324653625,soldier deposits,0.702985942363739,job turnover,0.6881888508796692
1639,1639,hours,rations,0.7410994172096252,supplies,0.7076484560966492,name,0.6819546222686768
3475,3475,takelifeeasy,fighting facts,0.7409659028053284,homefront,0.7146671414375305,live talen,0.7039120197296143
503,503,browning_automatic_rifle,weapons,0.7407252192497253,military police,0.6733496785163879,officer training,0.6505795121192932
2753,2753,precombateanxiety,preparedness,0.7406104803085327,retraining,0.7393028140068054,program preferences,0.7217533588409424
1963,1963,livefortheday,live talen,0.7405415773391724,v-e day,0.7194825410842896,us in the world,0.6941370964050293
3253,3253,sixmonths,limited assignments,0.7403163909912109,combat stress,0.7046728134155273,training,0.7002516984939575
3358,3358,stagnation,combat stress,0.7401657700538635,postwar expectations,0.7320646047592163,pacific toughness,0.7276339530944824
3410,3410,stretchingthesamesentencetoreachwordlimi,fighting facts,0.7400844097137451,program preferences,0.7390024662017822,radio listening habits,0.7366757392883301
2415,2415,notmarried,marital status,0.74005526304245,political views,0.6848095059394836,time off,0.6834462881088257
713,713,combatstars,combat flying,0.7400414943695068,overseas combat,0.7330895662307739,service personnel,0.7222400903701782
3692,3692,unjust,censorship,0.7399774789810181,war bonds,0.7379506826400757,fighting facts,0.7235037684440613
971,971,dispatcher,section chief,0.73996901512146,patient care,0.7157827019691467,rec centers,0.7137531638145447
3723,3723,usarmy,army living,0.7398093342781067,overseas combat,0.7275078296661377,service personnel,0.7098435759544373
3102,3102,s-106eto,v-e day,0.7397758364677429,k rations,0.7013366222381592,noncoms,0.679421067237854
1829,1829,joingovernment,government,0.7396335005760193,political views,0.7359837293624878,surrender,0.7143731117248535
418,418,bilingual,brief,0.7395807504653931,publications,0.7310187220573425,honolulu,0.7220447063446045
1282,1282,finishthis,discipline,0.739484429359436,returnees,0.7314088344573975,rules,0.7023497223854065
2367,2367,nopatience,sex,0.7394088506698608,yank,0.7183015942573547,rules,0.7036015391349792
2752,2752,precioustime,limited assignments,0.7393377423286438,fighting facts,0.70527184009552,savings,0.7013396620750427
992,992,divisions,promotion,0.7391036152839661,officers,0.7092454433441162,redistribution stations,0.7008939385414124
10,10,22months,limited assignments,0.7388196587562561,brief,0.7004000544548035,civilian skills,0.7003230452537537
3182,3182,sentback,returnees,0.7387991547584534,soldier deposits,0.7086544036865234,time off,0.6850367188453674
2495,2495,oneteam,base units,0.7383965849876404,limited assignments,0.7324963212013245,soldier deposits,0.7104061245918274
1335,1335,foreignservices,special services,0.7383840680122375,foreign policy,0.5762126445770264,further service,0.5175323486328125
2682,2682,polishedreview,gi bill,0.7380530834197998,opinions,0.7154338359832764,pacific toughness,0.7131576538085938
504,504,brownnose,orientation,0.7379647493362427,efficiency,0.7151058316230774,ups,0.7113459706306458
381,381,besthandwriting,job preference,0.7379119396209717,pride in outfit,0.7212823629379272,radio listening habits,0.7176952958106995
3837,3837,wastingtime,limited assignments,0.737845242023468,leisure time,0.7259917259216309,time off,0.6995607614517212
2688,2688,poll,draft,0.7377672791481018,ratings,0.7231788635253906,evaluation,0.6902132630348206
1465,1465,good_things_in_life,us in the world,0.7377668619155884,confidence in troops,0.6993684768676758,food,0.6905471086502075
3183,3183,senthome,time off,0.7376065850257874,promotion,0.7048854231834412,veterans,0.7044856548309326
3627,3627,twoyears,limited assignments,0.737593412399292,combat stress,0.7084990739822388,fighting facts,0.7074191570281982
18,18,30days,1 in 10 rations,0.7375034093856812,limited assignments,0.7253450751304626,rations,0.6953607797622681
1481,1481,goodson,soldier deposits,0.7373867630958557,civilian skills,0.7214081883430481,gi bill,0.7204456329345703
3275,3275,smartguy,soldier deposits,0.7372631430625916,fighting facts,0.7235087752342224,preparedness,0.7017548680305481
2147,2147,miscommunications,anxieties,0.7371814250946045,vindictiveness,0.7152498960494995,sex contact,0.6748203039169312
2170,2170,mistreatment,vindictiveness,0.7370271682739258,furloughs,0.6804574728012085,preparedness,0.6774919629096985
3120,3120,sameculture,soldier deposits,0.7369633316993713,job preference,0.7347187399864197,length of war,0.7216994762420654
16,16,2ndarmy,infantry,0.7369354367256165,overseas combat,0.6959626078605652,military police,0.6569983959197998
