,Zooniverse tag,Expert correspondance,similarity
2207,mos,comabtflying,[[0.849865]]
1921,letsgohome,chilhood,[[0.84982914]]
1775,investments,evaluation,[[0.849812]]
475,breadline,redcross,[[0.8497664]]
3836,wastingmoney,redistributionstations,[[0.84975255]]
1161,exaustion,reccenters,[[0.84973365]]
968,dislikesarmy,confidenceintroops,[[0.8496876]]
1434,gettingout,workingwithcivilians,[[0.8496822]]
2900,racismsucks,warweek,[[0.84965765]]
1827,johnlewis,prideinoutfit,[[0.84965265]]
1503,greatdepression,soldierdeposits,[[0.84963375]]
1504,greatdepressionhasended,soldierdeposits,[[0.84963375]]
2818,progress,discipline,[[0.8496313]]
2923,ranger,rotation,[[0.84960806]]
2216,moveout,timeoff,[[0.84960353]]
2984,regret,aggression,[[0.8496029]]
2320,nightschool,starsandstripes,[[0.84957814]]
2865,question18,comabtflying,[[0.84956074]]
2102,merchants,training,[[0.84951377]]
2570,paper,publications,[[0.8494992]]
2981,regiment,headquarters,[[0.8494826]]
762,complants,reccenters,[[0.84944046]]
763,compliain,reccenters,[[0.84944046]]
1498,govtjob,baseunits,[[0.84941465]]
3120,sameculture,chilhood,[[0.849328]]
3519,theater,censorship,[[0.8492972]]
1375,friends,name,[[0.84920645]]
303,auckland,honolulu,[[0.84918153]]
3082,rollcall,heavybombardmentgroups,[[0.8491742]]
2378,norest,enemyatrocities,[[0.84916174]]
1973,livingwage,livingconditions,[[0.8491559]]
2290,newideas,baseunits,[[0.84907144]]
1564,hatesin,enemyatrocities,[[0.8490532]]
2562,pacific,pacifictoughness,[[0.849022]]
3143,schizophrenia,orientation,[[0.84898925]]
2556,oversoonaspossible,reccenters,[[0.8489139]]
3895,wish,yank,[[0.8488965]]
3814,warplant,comabtflying,[[0.84887344]]
1727,informaton,redistributionstations,[[0.84887314]]
2156,missedchances,enemyvindictiveness,[[0.84885484]]
876,defensespending,leadershi,[[0.84882176]]
1163,exempt,censorship,[[0.8487885]]
354,battalions,infantry,[[0.8487656]]
3292,softjobs,heavybombardmentgroups,[[0.8486179]]
845,cutmid-sentence,basenewspapers,[[0.8486046]]
1594,highhopes,redcross,[[0.84854764]]
749,community,headquarters,[[0.8485246]]
1861,laborstrikes,specialservices,[[0.8484621]]
2519,optimism,morale,[[0.8484562]]
1903,leaving,training,[[0.8483889]]
2235,myfolks,furloughs,[[0.8483788]]
990,divided,separationcenters,[[0.8483583]]
458,borders,enemies,[[0.8483213]]
1560,hassles,warfinformation,[[0.8482945]]
2639,physician,medicaldispensaries,[[0.8482578]]
2522,optomistic,chemicalwarfare,[[0.84825623]]
3640,undecidedonengland,reccenters,[[0.8482555]]
3639,undecided,reccenters,[[0.8482555]]
3529,theunfortunatelifeofasolider,baseunits,[[0.84824514]]
372,believerinrandomcapitalization,enemyatrocities,[[0.84823906]]
2073,medicalattention,medicaldispensaries,[[0.84822893]]
2642,pigfood,jobturnover,[[0.8481827]]
1136,equalrights,leadershi,[[0.8481815]]
682,cocky,aggression,[[0.84817445]]
1032,driven,rotation,[[0.84816545]]
653,civilizan,militarypolice,[[0.8481583]]
324,badcommies,strategicbombing,[[0.84811795]]
155,americannews,germanradio,[[0.8481062]]
2335,nodelay,strategicbombing,[[0.84810245]]
2825,promises,enemies,[[0.848034]]
3638,uncomfortable,aggression,[[0.8479965]]
1459,goinghome,forwardareas,[[0.8479086]]
381,besthandwriting,baseunits,[[0.8478865]]
2044,marching,training,[[0.8478681]]
2604,payroll,supplies,[[0.8478194]]
2909,radioman,servicepersonnel,[[0.84776264]]
3908,workers,officers,[[0.84772754]]
3545,togetherness,livingconditions,[[0.8477216]]
3447,supplementarypay,specialservices,[[0.8477143]]
3266,slaves,blacks,[[0.8476268]]
2209,mother,name,[[0.8476132]]
1497,govt,orientation,[[0.84759057]]
3251,sittingaround,livingconditions,[[0.84756166]]
3113,salesman,training,[[0.8475511]]
2772,previousinjury,enemyatrocities,[[0.8475257]]
3882,widow,rotation,[[0.84752357]]
3018,replacement,discipline,[[0.8475076]]
1053,eastern,pacifictoughness,[[0.8474969]]
2157,missile,orientation,[[0.8474938]]
3511,texas,alaska,[[0.84748465]]
2583,partnership,orientation,[[0.84746873]]
875,defensejobs,separationcenters,[[0.84746593]]
1126,entitlements,entalhealth,[[0.847437]]
1125,entitlement,entalhealth,[[0.847437]]
1187,factorylife,strategicbombing,[[0.84742475]]
2200,morepasses,usintheworld,[[0.84740615]]
3466,swell,ups,[[0.8473946]]
3353,spreadwar,separationcenters,[[0.84734154]]
2714,postalsection,sectioncief,[[0.8473096]]
3884,wilderness,alaska,[[0.8472836]]
100,aid,supplies,[[0.8472489]]
3500,technicaltraining,officertraining,[[0.8471146]]
493,broken,enemies,[[0.8470899]]
1101,engineschool,jobsatisfaction,[[0.8470826]]
476,break,name,[[0.84707284]]
3684,unite,leadershi,[[0.8470008]]
3924,worldofgood,usintheworld,[[0.84696645]]
1562,hatesalaska,usintheworld,[[0.8469064]]
3630,unabletofight,enemyatrocities,[[0.84684324]]
161,americanwin,germanradio,[[0.846836]]
872,defence,morale,[[0.84680706]]
680,coaching,training,[[0.846807]]
1343,forgottenvalor,livingconditions,[[0.8468042]]
1913,lenghtofservice,furloughs,[[0.8467342]]
2363,nonpilot,noncoms,[[0.8466902]]
2061,meaninglessjob,soldierdeposits,[[0.8466592]]
2921,ranch,headquarters,[[0.8465779]]
3509,temporarywork,brief,[[0.84656984]]
3527,thestrong,usintheworld,[[0.84653556]]
2058,masteringacraft,attitudetowardengland,[[0.84646654]]
1450,glasses,food,[[0.84644365]]
3525,therightjob,aggression,[[0.84642315]]
1524,guadalcanal,prideinoutfit,[[0.8464099]]
446,body,name,[[0.8463849]]
2397,notax,aficourses,[[0.84635913]]
1593,higherstandards,lengthofservice,[[0.8462858]]
3145,school,headquarters,[[0.846282]]
3169,selfemployed,soldierdeposits,[[0.8462732]]
1190,failing,rotation,[[0.8462571]]
743,commitemettowife,returnees,[[0.84625256]]
2628,phonebooth,jobturnover,[[0.8462233]]
1376,friendsandfamily,leadershi,[[0.8462016]]
1753,intensivetraining,redistributionstations,[[0.84619296]]
3518,thearmy,armytalks,[[0.8461655]]
2256,need,aggression,[[0.84613085]]
3244,simplequestion,transferaccountplan,[[0.84606785]]
174,annoyed,aggression,[[0.8460524]]
3423,students,courses,[[0.8460005]]
3029,requirements,mission,[[0.8459798]]
3348,spirit,aggression,[[0.8459688]]
3198,servicemen,postwar,[[0.84592813]]
353,battalion,headquarters,[[0.84592354]]
479,brewingstorm,workingwithcivilians,[[0.84583914]]
703,combatconditions,sexcontact,[[0.84581417]]
1647,hungry,aggression,[[0.84570897]]
1008,dontcare,cbiroundup,[[0.8456986]]
1230,fatherforlife,jobpreference,[[0.84568167]]
537,callingsomeoneout,livingconditions,[[0.8456286]]
3370,starvingartist,soldierdeposits,[[0.84562683]]
607,chicago,honolulu,[[0.8456206]]
2382,normallife,livingconditions,[[0.84553254]]
3328,southerner,specialservices,[[0.84552944]]
2238,myplace,usintheworld,[[0.8455211]]
2252,neat,mess,[[0.84548247]]
481,bride,yank,[[0.84539217]]
340,bar,headquarters,[[0.84527934]]
3269,sleepeasy,prideinoutfit,[[0.8452369]]
1801,jimcrow,furloughs,[[0.8452029]]
3825,washington,headquarters,[[0.845197]]
3815,warprison,specialservices,[[0.84519595]]
806,cooperation,training,[[0.8451896]]
191,appreciative,reccenters,[[0.8450593]]
3669,unhappy,aggression,[[0.8450492]]
936,disability,duty,[[0.84504193]]
586,changebackhome,timeoff,[[0.8450177]]
803,cook,headquarters,[[0.84496593]]
1663,igiveup,usintheworld,[[0.84491944]]
1070,effortandsucess,confidenceintroops,[[0.8449147]]
3431,suffer,yank,[[0.84487844]]
152,americanindustry,britishpapers,[[0.8448595]]
1501,grateful,aggression,[[0.84481454]]
3722,usafl,armyliving,[[0.84475327]]
1284,firearms,weapons,[[0.8446997]]
89,afterwar,postwarexpections,[[0.84466565]]
2263,negligence,censorship,[[0.8446622]]
2499,onthegovtdime,usintheworld,[[0.8446531]]
3588,transportation,recreation,[[0.84462976]]
1561,hate,aggression,[[0.84448147]]
2875,questionsfortranscribers,opinions,[[0.8444747]]
150,americandream,germanradio,[[0.8444654]]
957,discrimination,censorship,[[0.8444208]]
2224,mps,doctors,[[0.84440947]]
1353,fortknox,comabtflying,[[0.844406]]
1596,highrank,jobturnover,[[0.844393]]
2227,murder,censorship,[[0.8443531]]
1950,limbs,clothing,[[0.84424114]]
3013,removetheredtape,separationcenters,[[0.84419876]]
3459,survey,evaluation,[[0.84417963]]
2925,rank,headquarters,[[0.84414047]]
2111,methods,rules,[[0.84407127]]
3384,staying,training,[[0.84406286]]
2107,messhalls,hospitalfacilities,[[0.8439654]]
3875,whitewash,leadershi,[[0.8439547]]
3679,unimportance,noncoms,[[0.84394383]]
351,basictraining,comabtflying,[[0.8439275]]
2096,mental,orientation,[[0.8439132]]
917,detailspostedearlier,information,[[0.8438724]]
2264,negro,postwar,[[0.8438436]]
1590,highered,lengthofservice,[[0.8438409]]
1591,highereducation,lengthofservice,[[0.8438409]]
512,buildahome,jobpreference,[[0.8438349]]
279,assigned,mission,[[0.8436755]]
3156,secure,efficiency,[[0.8436734]]
450,bonds,orientation,[[0.84366983]]
387,bettercare,moraleprogram,[[0.8436674]]
1625,honor,duty,[[0.84364945]]
2002,lowmorale,attitudetowardengland,[[0.8436451]]
2001,lowmoral,attitudetowardengland,[[0.8436451]]
3817,warrior,soldierdeposits,[[0.8435823]]
1433,gettingbacktowork,livingconditions,[[0.84348464]]
726,commanders,officers,[[0.8434717]]
842,cursing,aggression,[[0.84347093]]
3257,skilledsoldier,soldierdeposits,[[0.8434558]]
1006,donewitharmy,workingwithcivilians,[[0.84339213]]
61,adapting,orientation,[[0.8433254]]
3917,workingman,specialservices,[[0.84327203]]
941,disappointed,aggression,[[0.84324247]]
3486,tasking,training,[[0.8432324]]
272,articulate,leadershi,[[0.8432266]]
3489,taxes,censorship,[[0.8431994]]
1464,gonorrhea,furloughs,[[0.84314764]]
2214,motorpool,strategicbombing,[[0.8431124]]
2547,overit,enemyatrocities,[[0.84303105]]
2260,needs,ups,[[0.84302455]]
2878,quiet,brief,[[0.84299684]]
1662,idon,jobevluation,[[0.8429768]]
2052,marriedlife,homefront,[[0.8429599]]
3537,time,timeoff,[[0.8429259]]
546,camps,headquarters,[[0.8429066]]
3526,thesoldier,furtherservice,[[0.84286726]]
2379,noreturn,specialservices,[[0.84284806]]
955,discouraging,reccenters,[[0.84284735]]
1982,lonely,enemies,[[0.8428458]]
2986,regretofdrafting,confidenceintroops,[[0.8428258]]
3757,veteranstatus,veterans,[[0.8428235]]
1683,inclusive,aggression,[[0.8428116]]
3559,toughtimes,heavybombardmentgroups,[[0.8428026]]
320,backtoschool,usintheworld,[[0.84280014]]
1449,gladiamback,soldierdeposits,[[0.84279084]]
1033,driver,doctors,[[0.8427469]]
3363,standinghispost,livingconditions,[[0.84274435]]
3409,stressfree,jobturnover,[[0.8427435]]
1930,life,food,[[0.8427125]]
2566,paidleave,jobpreference,[[0.8427007]]
3770,visitrussia,baseunits,[[0.84266984]]
3920,workisgood,jobevluation,[[0.8426405]]
2814,profession,discharge,[[0.8426295]]
3521,theboys,armytalks,[[0.8425706]]
796,contract,mission,[[0.8425523]]
2603,payroll_loss,jobturnover,[[0.842504]]
1219,farmboys,specialservices,[[0.84249914]]
1621,honestliving,furloughs,[[0.8424807]]
2181,moral,morale,[[0.84243035]]
3430,success,efficiency,[[0.84240246]]
3320,sorefeet,furloughs,[[0.842359]]
1567,hatred,aggression,[[0.8423301]]
3601,treatedwell,hospitalfacilities,[[0.8423296]]
1180,eyes,orientation,[[0.8423158]]
1904,leavingarmy,separationcenters,[[0.84231544]]
3229,shootingrange,separationcenters,[[0.84229887]]
2247,navyorganization,armyinsurance,[[0.84228396]]
2351,nologic,noncoms,[[0.8422619]]
1999,lovemywife,confidenceintroops,[[0.8422257]]
1194,fairchance,warfinformation,[[0.84221834]]
135,allowance,benefits,[[0.8422046]]
2413,notime,soldierdeposits,[[0.84217465]]
2803,privilegedofficers,confidenceinship,[[0.84216917]]
3799,warexpenses,basenewspapers,[[0.84216815]]
487,bringushome,yank,[[0.8421124]]
2194,morejobs,aficourses,[[0.84208107]]
914,destination,discipline,[[0.8420676]]
2029,makethishappen,furloughs,[[0.84187293]]
2028,makethisbetter,furloughs,[[0.84187293]]
922,diabetes,combat,[[0.84185445]]
3386,stayingin,fightinfacts,[[0.84180963]]
852,darkcopy,heavybombardmentgroups,[[0.84176654]]
2420,notoldarmy,usintheworld,[[0.8416971]]
1566,hatethis,confidenceintroops,[[0.8416071]]
472,branches,headquarters,[[0.84159744]]
540,campaignstars,strategicbombing,[[0.84142005]]
1149,eto,prideinoutfit,[[0.8413737]]
107,aircorps,strategicbombing,[[0.84133637]]
106,aircorpcadet,strategicbombing,[[0.84133637]]
105,aircorp,strategicbombing,[[0.84133637]]
3230,short,brief,[[0.84130526]]
3788,wantsout,usintheworld,[[0.8412989]]
2018,mailreading,strategicbombing,[[0.8412764]]
3905,words,food,[[0.84126544]]
3148,schoolsucks,jobsatisfaction,[[0.84120774]]
2692,poorfood,heavybombardmentgroups,[[0.84120536]]
697,colors,orientation,[[0.8411672]]
3820,wartimelove,jobevluation,[[0.8411639]]
2612,pencilpushers,chemicalwarfare,[[0.8411195]]
2795,privateairlines,strategicbombing,[[0.8410896]]
2323,noanswer,usintheworld,[[0.8410644]]
2324,noanswers,usintheworld,[[0.8410644]]
2602,payreservation,basenewspapers,[[0.8410521]]
2670,points-system,pointsystem,[[0.84103304]]
200,armedforces,armyliving,[[0.84097105]]
3271,smallbusiness,heavybombardmentgroups,[[0.8409294]]
1910,leisure,rotation,[[0.8408579]]
3219,sharedconcerns,livingconditions,[[0.8408332]]
2574,paratopers,transferaccountplan,[[0.8408156]]
3675,uniformity,efficiency,[[0.8407476]]
85,after,postwar,[[0.84073275]]
1061,ecstatic,postexchanges,[[0.84070057]]
534,calcutta,honolulu,[[0.84063786]]
3176,selfsufficient,leadershi,[[0.840572]]
2765,preservethefreecountry,usintheworld,[[0.84056413]]
1886,leader,headquarters,[[0.8405155]]
1228,father,duty,[[0.84044063]]
2431,notuptome,usintheworld,[[0.8404331]]
277,asia,japan,[[0.84039104]]
2023,makeastand,yank,[[0.8403251]]
3432,suffered,ups,[[0.84031945]]
1134,equalpay,prideinoutfit,[[0.8402788]]
1135,equalpayforequalwork,prideinoutfit,[[0.8402788]]
1986,longestservice,furtherservice,[[0.84021884]]
695,coloredsoldiers,militarypolice,[[0.8401995]]
2005,loyalamerican,soldierdeposits,[[0.8401431]]
518,bus,orientation,[[0.8401389]]
1236,fault,duty,[[0.8401308]]
2675,police,officers,[[0.8401232]]
153,americaninfluence,britishpapers,[[0.8401136]]
1114,enlistedvsofficer,officertraining,[[0.8401074]]
2295,newmexico,basenewspapers,[[0.84007645]]
3324,southcarolinastatecollege,pacifictoughness,[[0.8400524]]
3323,southcarolina,pacifictoughness,[[0.8400524]]
3633,uncertainty,efficiency,[[0.84001803]]
2883,rac,wac,[[0.84000444]]
693,coloredmales,attitudetowardengland,[[0.839955]]
1189,factoryworkers,equipment,[[0.8399181]]
1188,factoryworker,equipment,[[0.8399181]]
1381,fruitfarm,food,[[0.83988285]]
1251,femalesoldier,civilianskills,[[0.83986807]]
1309,flyboys,starsandstripes,[[0.83981407]]
3797,wareffort,warnews,[[0.8398061]]
3798,warefforts,warnews,[[0.8398061]]
3858,wellpayed,furloughs,[[0.83980346]]
584,chances,rules,[[0.839803]]
2289,newguys,basenewspapers,[[0.83970976]]
2882,quota,discipline,[[0.83966553]]
925,diet,food,[[0.83962476]]
1394,furthereducation,furtherservice,[[0.8396199]]
3595,travelconditions,businessownership,[[0.83958423]]
859,deathinthefamily,warindustries,[[0.83957195]]
3243,simpleplan,physicalfitness,[[0.8395251]]
1842,keepingitsimple,workingwithcivilians,[[0.83945477]]
745,common,enemies,[[0.8394214]]
3775,voice,name,[[0.8393805]]
864,decided,adjustment,[[0.8393372]]
615,choice,opinions,[[0.8393271]]
879,dehumanization,postexchanges,[[0.8393083]]
2520,optimistic,ups,[[0.8392885]]
3621,truckdrivers,jobturnover,[[0.83928514]]
3620,truckdriver,jobturnover,[[0.83928514]]
565,carefulcynic,preparedness,[[0.8392682]]
2862,quartermaster,conscription,[[0.83925074]]
3282,social,racial,[[0.83914065]]
3719,upset,headquarters,[[0.83909166]]
3695,unknowngoals,noncoms,[[0.83908874]]
143,amendments,opinions,[[0.8390832]]
2240,narcissisticofficers,ncos,[[0.8389474]]
3666,unfit,orientation,[[0.83891773]]
3236,sickcall,soldierdeposits,[[0.8389163]]
588,changedplans,livingconditions,[[0.8387748]]
3329,southerners,blacks,[[0.8387666]]
80,afraid,aggression,[[0.8387191]]
585,change,name,[[0.83870053]]
2645,pilots,officers,[[0.83869666]]
3536,time_will_tell,timeoff,[[0.83867687]]
572,cause,mess,[[0.83866274]]
3104,sacrifice,conversion,[[0.83865035]]
599,checksandbalances,confidenceinship,[[0.8386375]]
1699,india,japan,[[0.83863103]]
2979,refit,orientation,[[0.8386241]]
1994,losttime,homefront,[[0.83859766]]
2539,outsidejob,forwardareas,[[0.8385538]]
3289,sociological,chemicalwarfare,[[0.8385406]]
149,americanconstitution,germanradio,[[0.8385252]]
1578,hellofadeal,jobpreference,[[0.83850706]]
3813,warparticipation,comabtflying,[[0.8385024]]
869,dedicated,mission,[[0.838465]]
548,can,ups,[[0.83843833]]
2767,presidentialpower,redistributionstations,[[0.8384326]]
1902,leavewithoutpay,returnees,[[0.8383739]]
651,civilianvsmilitary,soldierdeposits,[[0.8383279]]
3786,walterreedhospital,warnews,[[0.83829665]]
2807,problem,rules,[[0.8382915]]
1412,gender,discipline,[[0.8382821]]
2609,peacetimearmy,armyliving,[[0.83817226]]
3748,vermont,alaska,[[0.83812755]]
2823,promilitary,basenewspapers,[[0.8381059]]
3083,romance,aggression,[[0.8380898]]
3664,unfairtreatment,enemyatrocities,[[0.838075]]
1456,gobackandlive,redcross,[[0.8380365]]
3787,wantout,usintheworld,[[0.8380284]]
3932,worried,aggression,[[0.8379945]]
1640,house,name,[[0.83792555]]
1796,jew,ups,[[0.8378761]]
2999,relationships,business,[[0.8378368]]
560,careerplans,baseunits,[[0.83781797]]
932,diplomacy,aggression,[[0.83780485]]
928,difficulthandwriting,heavybombardmentgroups,[[0.8378018]]
108,aircraft,equipment,[[0.83774567]]
1175,expression,aggression,[[0.83768165]]
2489,onduty,chilhood,[[0.8376671]]
2932,rate,ups,[[0.837632]]
42,aafttc,warnews,[[0.8375691]]
2103,merit,discipline,[[0.83750886]]
163,ammunition,clothing,[[0.83711565]]
437,bleakfuture,warfinformation,[[0.83706915]]
3455,suppressed,orientation,[[0.83703935]]
483,brightfuture,heavybombardmentgroups,[[0.8370204]]
158,americans,germans,[[0.8370108]]
2487,oldsoldiers,basenewspapers,[[0.8369679]]
2839,prowar,postwarexpections,[[0.8369205]]
3955,yellowjaundice,redcross,[[0.83689713]]
3844,weary,mess,[[0.83685726]]
3106,sad,brief,[[0.8367837]]
633,civilianaircorps,militarypolice,[[0.8367722]]
2197,moremilk,aficourses,[[0.83664316]]
3485,tanks,infantry,[[0.8366067]]
3241,simple,adjustment,[[0.83658135]]
2838,providing,orientation,[[0.8364957]]
3524,thefoodisbad,strategicbombing,[[0.8364754]]
882,delayedplans,separationcenters,[[0.83646655]]
2931,rare,brief,[[0.8364594]]
3859,westcoast,redcross,[[0.8364429]]
2988,regular,limitedassignments,[[0.83639145]]
2879,quietlife,jobturnover,[[0.8363083]]
3517,theamericansouth,armytalks,[[0.8362776]]
571,caught,headquarters,[[0.83625776]]
2928,ranks,headquarters,[[0.83625257]]
2145,mis,mess,[[0.8362096]]
1724,infested,entalhealth,[[0.8360555]]
2163,mississippi,orientation,[[0.83601665]]
1435,getwiththeprogram,workingwithcivilians,[[0.8360099]]
3830,wastedtime,homefront,[[0.8360006]]
1849,kia,ups,[[0.8359335]]
305,australia,japan,[[0.83592576]]
1270,fightthepower,jobpreference,[[0.8359104]]
1269,fightthegoodfight,jobpreference,[[0.8359104]]
1800,jim,headquarters,[[0.8358712]]
1316,food_poisoning,food,[[0.83574486]]
3453,supportingfamily,moraleprogram,[[0.8356743]]
3883,wife,orientation,[[0.83565533]]
3496,teamwork,preparedness,[[0.8355867]]
622,cigarettes,clothing,[[0.8355186]]
3478,takingupspace,separationcenters,[[0.8355075]]
3582,transferred,discharge,[[0.8354731]]
1889,leaders,headquarters,[[0.835459]]
1088,employment,education,[[0.83544445]]
1467,goodcitizen,jobpreference,[[0.835362]]
768,concerned,duty,[[0.83534336]]
2842,public,censorship,[[0.8352674]]
484,bringmehome,returnees,[[0.83515966]]
1368,freedomofendeavor,confidenceintroops,[[0.83515495]]
1599,hillbilly,gibill,[[0.8350687]]
666,clean,duty,[[0.8349432]]
3068,reunion,postwarworld,[[0.83489335]]
1425,getalong,yank,[[0.83487874]]
1543,happiness,aggression,[[0.83487487]]
1039,duerespect,basenewspapers,[[0.83477]]
2437,numbers,name,[[0.8347679]]
2258,needmoney,confidenceintroops,[[0.83470976]]
3357,stagnant,prideinoutfit,[[0.83467376]]
3358,stagnation,prideinoutfit,[[0.83467376]]
616,choices,food,[[0.8346627]]
157,americanradio,germanradio,[[0.83463985]]
3585,translating,training,[[0.8345376]]
1305,flights,headquarters,[[0.83451754]]
3441,sunnydaystocome,redcross,[[0.83437645]]
407,betterworld,homefront,[[0.8343658]]
3591,transports,attitudes,[[0.8342916]]
1227,fate,aggression,[[0.8342874]]
3784,waitinglines,livingconditions,[[0.83426607]]
2548,overnightworkers,leisuretime,[[0.8342499]]
775,conduct,duty,[[0.83422303]]
1518,groupeffort,localcivilians,[[0.8341073]]
2687,politics,education,[[0.8340789]]
2108,messy,mess,[[0.83404976]]
966,disgusted,aggression,[[0.83404356]]
116,airmen,orientation,[[0.8340258]]
1306,flighttraining,medicalcare,[[0.83391833]]
2398,notbeefing,usintheworld,[[0.8338871]]
3934,worse,aggression,[[0.833887]]
673,closer,forwardareas,[[0.83387244]]
2718,posting,workingwithcivilians,[[0.83382785]]
2926,ranking,rules,[[0.8338208]]
3599,travelweary,medicalcare,[[0.83381593]]
3760,vets,ncos,[[0.83374053]]
293,athletictype,attitudetowardengland,[[0.8336817]]
1160,exams,courses,[[0.8336556]]
2345,nohope,jobpreference,[[0.8336214]]
3234,sicily,italy,[[0.8336197]]
1505,greatergood,strategicbombing,[[0.8336059]]
3064,returntonormalcy,redcross,[[0.83360267]]
270,art,recreation,[[0.83356225]]
120,airpower,armyliving,[[0.8335223]]
1751,intelligence,morale,[[0.8335184]]
3713,untrained,retraining,[[0.8334276]]
3714,untrainedsoldiers,retraining,[[0.8334276]]
3645,underutilized,jobevluation,[[0.83341783]]
2641,pie,training,[[0.8334099]]
3001,relaxation,food,[[0.83340496]]
2230,musictheory,strategicbombing,[[0.8333895]]
720,comfort,food,[[0.83335423]]
2782,pricy,reccenters,[[0.8333093]]
3774,vocationalguidance,medicaldispensaries,[[0.8332543]]
1319,foodie,food,[[0.83325076]]
721,cominghome,forwardareas,[[0.83324945]]
2410,nothelping,usintheworld,[[0.8332492]]
3941,writingletters,livingconditions,[[0.8332047]]
1104,english,germanclothing,[[0.8331687]]
3923,world,name,[[0.83306307]]
2662,plastered,yank,[[0.83304584]]
2228,music,entertainment,[[0.83302957]]
1080,eloquent,usos,[[0.8330258]]
2094,menofcolor,usintheworld,[[0.833012]]
3520,theaters,censorship,[[0.8330024]]
3285,socialism,censorship,[[0.83299124]]
3723,usarmy,reccenters,[[0.83296365]]
436,blank,adjustment,[[0.8327134]]
1260,fighters,rules,[[0.83267164]]
3530,theworldismine,homefront,[[0.8325714]]
764,compulsorytraining,conscription,[[0.83253837]]
2683,politeness,preparedness,[[0.83253556]]
2280,newbusiness,strategicbombing,[[0.8324741]]
1960,littleguy,furloughs,[[0.83237845]]
1894,learned,rotation,[[0.8323644]]
2746,powertrip,confidenceintroops,[[0.83228946]]
494,brokenarm,separationcenters,[[0.83221215]]
202,arms,aggression,[[0.83216536]]
1636,hospitals,doctors,[[0.8321518]]
2824,promisedpositions,soldierdeposits,[[0.83208376]]
1506,greaterincome,furtherservice,[[0.83202803]]
2435,nowords,usintheworld,[[0.8319862]]
3183,senthome,usintheworld,[[0.8319704]]
1387,fun,mess,[[0.8319239]]
3071,rewardme,returnees,[[0.83180773]]
3871,whiteprivilege,redcross,[[0.83174217]]
3077,rights,opinions,[[0.83173543]]
3349,spiritual,physicalfitness,[[0.83171713]]
2531,othersfirst,usintheworld,[[0.8317036]]
1487,governmentaid,politicalviews,[[0.8316862]]
3140,saymore,usintheworld,[[0.83157134]]
1424,getajob,jobevluation,[[0.8314073]]
160,americanway,germanradio,[[0.83139366]]
1389,funny,yank,[[0.8313815]]
2643,pilot,headquarters,[[0.8313731]]
961,diseases,censorship,[[0.83134615]]
2191,morefood,usintheworld,[[0.83132917]]
68,administration,education,[[0.8312747]]
148,americancitizen,germanradio,[[0.83126163]]
1571,health,education,[[0.8312297]]
3945,wrongpriorities,jobpreference,[[0.8312122]]
1359,fragging,jobevluation,[[0.83121]]
1527,guardhouse,barracks,[[0.83117044]]
144,america,pacifictoughness,[[0.8311643]]
2684,political,business,[[0.8311592]]
474,brave,duty,[[0.8311262]]
1341,forgotten,aggression,[[0.8311034]]
834,criminals,civilianskills,[[0.8310375]]
1869,languagebarrier,attitudetowardengland,[[0.8309843]]
2792,prisoners,veterans,[[0.8309592]]
1735,inmyopinion,furtherservice,[[0.8309481]]
1574,healthy,food,[[0.83094156]]
984,distinction,decorations,[[0.830939]]
998,dog,headquarters,[[0.8309281]]
1630,horrible,mess,[[0.83088493]]
2119,militarybase,barracks,[[0.830876]]
919,determined,rules,[[0.83086276]]
2789,prisonerofwar,soldierdeposits,[[0.83085537]]
3869,white,blacks,[[0.8308325]]
2944,ready4home,usintheworld,[[0.83074135]]
2483,oldjob,furloughs,[[0.8307292]]
3826,washout,timeoff,[[0.8306978]]
2257,neededathome,jobpreference,[[0.83066934]]
478,breeding,training,[[0.8306456]]
851,dark,aggression,[[0.83061224]]
2093,mennotanimals,blacks,[[0.8306112]]
513,building,headquarters,[[0.83060193]]
2703,poortreatment,heavybombardmentgroups,[[0.83059263]]
1275,finances,morale,[[0.83058214]]
1736,innocent,aggression,[[0.8305334]]
2523,optout,timeoff,[[0.8304749]]
2472,officeworkers,business,[[0.8304657]]
3944,wrongplacement,jobpreference,[[0.8304517]]
1905,lectures,publications,[[0.8303539]]
3479,talent,jobsatisfaction,[[0.83026075]]
52,abuseofpower,treatmentofpows,[[0.8302568]]
1907,leg,discipline,[[0.83024305]]
3906,work,rules,[[0.83011234]]
3212,settlinginlife,fightinfacts,[[0.830112]]
1845,keepthepoliticsindc,usintheworld,[[0.83009124]]
2019,mainland,pacifictoughness,[[0.8299861]]
3427,subjective,brief,[[0.8299782]]
88,afterthewar,postwarexpections,[[0.82995945]]
87,afterthearmy,postwarexpections,[[0.82995945]]
899,deployed,conscription,[[0.8299278]]
1040,dumb,yank,[[0.8298961]]
1822,jobstability,jobsatisfaction,[[0.8298615]]
2095,mental-case,physicalfitness,[[0.82982135]]
2889,racewar,returnees,[[0.8298173]]
3499,technicalsection,sectioncief,[[0.8297994]]
2022,major,headquarters,[[0.829782]]
1085,emotions,aggression,[[0.8297783]]
2485,oldlifestyle,postwarworld,[[0.82977515]]
2484,oldlife,postwarworld,[[0.82977515]]
544,camplife,leisuretime,[[0.8295701]]
3483,tank,headquarters,[[0.8295684]]
1261,fightforwhatyoubelievein,livetalen,[[0.8294871]]
1262,fightforwhatyoulove,livetalen,[[0.8294871]]
